	code	name	latitude	longitude	genus	family	Vso	Vso2	Vom	Vson	Vson2	Vn	Vsoq	Vsow	Vsow2	Np	Nr	Ng	Nd	Nn	Na
1330	sro	Siroi	-5.5	146.0	Rai Coast	Trans-New Guinea	SOV			SOVNeg		VNeg	Final	Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1331	ssa	Sisaala	10.8333333333	-2.66666666667	Grusi	Niger-Congo	SVO			SNegVO		NegV									
1332	sta	Santa	31.5	107.5	Mongolic	Altaic	SOV			Other		NegV	No question particle			Postpositions		Genitive-Noun		Numeral-Noun	Adjective-Noun
1333	sti	Stieng	11.8333333333	106.75	Bahnaric	Austro-Asiatic	SVO		VOX	SNegVO		NegV	Final	Not initial interrogative phrase		Prepositions		Noun-Genitive	Noun-Demonstrative	No dominant order	Noun-Adjective
1334	stl	Santali	24.5	87.0	Munda	Austro-Asiatic	SOV			SONegV		NegV	No question particle	Not initial interrogative phrase		Postpositions	Mixed	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1335	stn	Sotho (Northern)	-24.0	29.0	Bantu	Niger-Congo	SVO			ObligDoubleNeg		ObligDoubleNeg						Noun-Genitive			
1336	sub											ObligDoubleNeg									
1337	sud	Sudest	-11.5	153.45	Oceanic	Austronesian	SVO			Other		NegV	No question particle				Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1338	sue	Suena	-7.75	147.55	Binanderean	Trans-New Guinea	SOV			Other		NegV	No question particle	Not initial interrogative phrase		Postpositions		Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1339	sug											[V-Neg]						Genitive-Noun			Noun-Adjective
1340	suk	Suki	-8.0	141.75	Suki	Trans-New Guinea	SOV							Not initial interrogative phrase				Genitive-Noun	Demonstrative-Noun	No dominant order	Adjective-Noun
1341	sul	Sulka	-5.08333333333	151.916666667	Sulka	Sulka	SVO		VOX	MorphNeg		[Neg-V]	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	No dominant order	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1342	sun	Sundanese	-7.0	107.0	Malayo-Sumbawan	Austronesian	SVO			SNegVO		NegV	Initial	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1343	sup	Supyire	11.5	-5.58333333333	Senufo	Niger-Congo	SOV		OVX	OptDoubleNeg		OptDoubleNeg	Final	Mixed		Postpositions	Correlative	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1344	sus	Susu	10.0	-13.0	Western Mande	Mande	SOV		OVX							Postpositions		Genitive-Noun	Demonstrative-Noun		
1345	svs	Savosavo	-9.13333333333	159.8	Savosavo	Solomons East Papuan	SOV		OVX	Other		NegV	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1346	swa	Swahili	-6.5	39.0	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]	Initial	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1347	swe	Swedish	60.0	15.0	Germanic	Indo-European	SVO		VOX	More than one position		Type 1 / Type 2	No question particle	Initial interrogative phrase	Vsom	Prepositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1348	swt	Swati	-26.5	31.0	Bantu	Niger-Congo	No dominant order					ObligDoubleNeg	Final				Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	No dominant order	No dominant order
1349	syu	Salt-Yui	-6.28333333333	145.033333333	Chimbu-Wahgi	Trans-New Guinea	SOV			MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase		Postpositions					Noun-Adjective
1350	tab	Taba	0.0	127.5	South Halmahera - West New Guinea	Austronesian	SVO		VOX	SVONeg		VNeg	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1351	tac	Tacana	-13.5	-68.0	Tacanan	Pano-Tacanan	No dominant order		No dominant order	Other		OptDoubleNeg	Initial	Initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun		No dominant order
1352	taf	Taiof	-5.53333333333	154.633333333	Oceanic	Austronesian	SVO			SNegVO		NegV	No question particle				Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1353	tag	Tagalog	15.0	121.0	Greater Central Philippine	Austronesian	VSO			NegVSO		NegV	Second position	Initial interrogative phrase			Noun-Relative clause	Noun-Genitive	Mixed	Numeral-Noun	No dominant order
1354	tah	Tahitian	-17.6666666667	-149.583333333	Oceanic	Austronesian	VSO			NegVSO		NegV	Second position	Not initial interrogative phrase		Prepositions	Noun-Relative clause	No dominant order	Demonstrative-Noun	No dominant order	Noun-Adjective
1355	tai												No question particle			Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative		
1356	taj	Tajik	38.6666666667	70.0	Iranian	Indo-European	SOV			MorphNeg		[Neg-V]	Final			Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
1357	tak	Takia	-4.66666666667	146.0	Oceanic	Austronesian	SOV		OXV	SONegV		NegV	Final			Postpositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative		Noun-Adjective
1358	tal	Talinga	0.416666666667	29.6666666667	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]				Prepositions					
1359	tam	Tamang (Eastern)	27.5	85.666666666667	Bodic	Sino-Tibetan	SOV			SONegV		NegV	Final	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Adjective-Noun
1360	tan	Tangale	9.75	11.3333333333	West Chadic	Afro-Asiatic	SVO			MorphNeg		[V-Neg]									
1361	tao	Tarao	24.25	94.1666666667	Kuki-Chin	Sino-Tibetan	SOV			MorphNeg		[V-Neg]	Final	Not initial interrogative phrase					Demonstrative suffix	Noun-Numeral	Noun-Adjective
1362	tar	Tariana	1.0	-69.1666666667	Japura-Colombia	Arawakan	SOV			OptDoubleNeg		OptDoubleNeg	No question particle	Initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	No dominant order
1363	tas	Tashlhiyt	31.0	-5.0	Berber	Afro-Asiatic	No dominant order					Type 1 / Type 3		Not initial interrogative phrase				Noun-Genitive	Demonstrative suffix		
1364	tat													Initial interrogative phrase			Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1365	tau	Tauya	-5.75	145.333333333	Rai Coast	Trans-New Guinea	SOV			SONegV		NegV	Final	Not initial interrogative phrase		Postpositions	Mixed	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1366	taw	Tawala	-10.3333333333	150.666666667	Oceanic	Austronesian	SOV			Other		NegV				No dominant order	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1367	tba	Tabare	-6.08333333333	145.0	Chimbu-Wahgi	Trans-New Guinea	SOV		XOV	MorphNeg		[V-Neg]						Genitive-Noun		Noun-Numeral	Noun-Adjective
1368	tbl	Tabla	-2.45	140.416666667	Sentanic	Sentanic	SOV			ObligDoubleNeg		OptTripleNeg&ObligDoubleNeg		Not initial interrogative phrase		Postpositions			Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1369	tbo	Tboli	6.16666666667	124.5	Bilic	Austronesian	VSO			NegVSO		NegV	Other position	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1370	tbt	Tobati	-2.58333333333	140.666666667	Oceanic	Austronesian	OSV			OptDoubleNeg		OptDoubleNeg	No question particle	Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1371	tbu	Tubu	16.0	15.0	Western Saharan	Saharan	SOV			MorphNeg		[V-Neg]	Final	Initial interrogative phrase		Postpositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1372	tbw	Tabwa	-8.0	29.5	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]	No question particle	Not initial interrogative phrase		Prepositions		Noun-Genitive	Mixed	Noun-Numeral	Noun-Adjective
1373	tbx											NegV	No question particle			Postpositions					
1374	tce	Tarahumara (Central)	27.5	-107.5	Tarahumaran	Uto-Aztecan	SOV		XOV	Other		NegV		Initial interrogative phrase		Postpositions	Noun-Relative clause		Demonstrative-Noun		Adjective-Noun
1375	tdi	Tibetan (Dingri)	28.5	86.5	Bodic	Sino-Tibetan	SOV											Genitive-Noun	Mixed	Noun-Numeral	Noun-Adjective
1376	tdr	Tibetan (Drokpa)	32.25	81.25	Bodic	Sino-Tibetan	SOV			MorphNeg		[Neg-V]					Mixed		Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1377	tee	Tepehua (Huehuetla)	20.5	-98.0	Totonacan	Totonacan	No dominant order	SVO or VSO		More than one position		NegV	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1378	tel	Telugu	16.0	79.0	Dravidian	Dravidian	SOV			MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1379	ten	Tennet	4.41666666667	32.5	South Surmic	Eastern Sudanic	VSO		VOX	NegSVO	VSO, but NegSVO	NegV	No question particle	Not initial interrogative phrase		No dominant order	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1380	teo	Teop	-5.66666666667	155.0	Oceanic	Austronesian	SVO			ObligDoubleNeg		ObligDoubleNeg	No question particle			Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1381	tep	Tepehua (Tlachichilco)	20.5833333333	-98.25	Totonacan	Totonacan	SVO			Other		NegV				Prepositions	Noun-Relative clause	Noun-Genitive		Numeral-Noun	Adjective-Noun
1382	ter	Tera	11.0	11.8333333333	Biu-Mandara	Afro-Asiatic	SVO		VOX	OptDoubleNeg		OptDoubleNeg	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1383	tes	Teso	1.83333333333	33.8333333333	Eastern Nilotic	Eastern Sudanic	VSO			NegSVO	VSO, but NegSVO	NegV		Mixed		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1384	tet	Tetela	-4.0	24.0	Bantu	Niger-Congo	SVO		VOX	MorphNeg		[Neg-V]	Final	Not initial interrogative phrase		Prepositions		Noun-Genitive	Noun-Demonstrative	Noun-Numeral	
1385	tgh											NegV				Prepositions		Noun-Genitive	Noun-Demonstrative	Numeral-Noun	
1386	tgk	Tigak	-2.71666666667	150.8	Oceanic	Austronesian	SVO		VOX	SNegVO		NegV	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1387	tgl	Tshangla	27.8333333333	92.1666666667	Bodic	Sino-Tibetan	SOV			OptDoubleNeg		OptDoubleNeg	Final	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Adjective-Noun
1388	tgn	Tugun	-7.71666666667	126.75	Central Malayo-Polynesian	Austronesian	SVO										Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1389	tgo											NegV				Prepositions			Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1390	tgr	Tigré	16.5	38.5	Semitic	Afro-Asiatic	SOV			MorphNeg		[Neg-V]		Not initial interrogative phrase		Prepositions	Relative clause-Noun	Noun-Genitive	Mixed	Numeral-Noun	Adjective-Noun
1391	tha	Thai	16.0	101.0	Kam-Tai	Tai-Kadai	SVO		VOX	SNegVO		NegV	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1392	thd															Postpositions			Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1393	thk	Thakali	29.0	83.75	Bodic	Sino-Tibetan	SOV							Not initial interrogative phrase				Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Adjective-Noun
1394	thn	Thangmi	27.75	86.0	Himalayish	Sino-Tibetan	SOV			MorphNeg		[Neg-V]				Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1395	tho	Thompson	49.75	-121.75	Interior Salish	Salishan	No dominant order	VSO or VOS	VOX	More than one position		NegV	In either of two positions	Initial interrogative phrase		Prepositions		Genitive-Noun		Numeral-Noun	Adjective-Noun
1396	thu	Thulung	27.4166666667	86.5	Himalayish	Sino-Tibetan	SOV			ObligDoubleNeg		ObligDoubleNeg				Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1397	thy	Kuuk Thaayorre	-14.5833333333	141.833333333	Northern Pama-Nyungan	Pama-Nyungan	SOV			SONegV		NegV	No question particle	Not initial interrogative phrase		Inpositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1398	tia	Tima	11.6666666667	29.25	Katla-Tima	Kordofanian	SVO											Noun-Genitive			Noun-Adjective
1399	tib	Tibetan (Standard Spoken)	30.0	91.0	Bodic	Sino-Tibetan	SOV			MorphNeg		[Neg-V]	Final				Relative clause-Noun	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1400	tic	Ticuna	-4.0	-70.5	Ticuna	Ticuna	No dominant order		No dominant order									No dominant order	Demonstrative-Noun	Numeral-Noun	
1401	tid	Tidore	0.75	127.5	North Halmaheran	North Halmaheran	SVO		VOX	OptDoubleNeg		OptDoubleNeg	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1402	tig	Tigrinya	14.5	38.5	Semitic	Afro-Asiatic	SOV			ObligDoubleNeg		ObligDoubleNeg		Initial interrogative phrase		Prepositions		No dominant order	Demonstrative-Noun		Adjective-Noun
1403	tik	Tikar	5.83333333333	11.6666666667	Tikar	Niger-Congo	No dominant order		No dominant order									Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1404	tim	Timugon	5.0	116.0	North Borneo	Austronesian	VSO			NegVSO		NegV				Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1405	tin	Tinrin	-21.6666666667	165.75	Oceanic	Austronesian	No dominant order	SVO or VOS	No dominant order	More than one position		NegV	Other position	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Adjective-Noun
1406	tir	Tiriyo	3.25	-55.75	Cariban	Cariban	OVS			MorphNeg		[V-Neg]	No question particle	Initial interrogative phrase		Postpositions		Genitive-Noun			
1407	tis									MorphNeg		[Neg-V]					Mixed	Genitive-Noun		Noun-Numeral	No dominant order
1408	tiv	Tiv	7.5	9.0	Tivoid	Niger-Congo	SVO			SVONeg		VNeg				Prepositions		Noun-Genitive	Noun-Demonstrative		No dominant order
1409	tiw	Tiwi	-11.5	131.0	Tiwian	Tiwian	SVO		VOX	SNegVO		NegV	Final	Mixed		Prepositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1410	tja	Tiipay (Jamul)	32.1666666667	-116.5	Yuman	Hokan	SOV		OXV	OptDoubleNeg		OptDoubleNeg	Final	Not initial interrogative phrase		Postpositions	Internally headed	Genitive-Noun	Noun-Demonstrative		Only internally-headed relative clauses
1411	tke									Other		NegV	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause		Noun-Demonstrative		
1412	tki	Tuki	4.58333333333	11.5	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]		Not initial interrogative phrase							
1413	tkl	Takelma	42.5	-123.0	Takelma	Takelma	SOV			Other		NegV	Second position			Postpositions		Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1414	tkm	Turkmen	40.0	58.0	Turkic	Altaic	SOV									Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1415	tla	Tolai	-4.25	152.083333333	Oceanic	Austronesian	SVO		VOX	Other		NegV	Initial	Mixed		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	No dominant order
1416	tlf	Telefol	-5.0	141.75	Ok	Trans-New Guinea	SOV		XOV							Postpositions		Genitive-Noun	Mixed	Noun-Numeral	Noun-Adjective
1417	tli	Tlingit	59.0	-135.0	Tlingit	Na-Dene	SOV			SONegV		NegV				Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	No dominant order
1418	tlo	Tobelo	1.5	128.5	North Halmaheran	North Halmaheran	SOV			MorphNeg		[V-Neg]				Prepositions		Genitive-Noun	Noun-Demonstrative	Noun-Numeral	
1419	tlp	Tlapanec	17.0833333333	-99.0	Subtiaba-Tlapanec	Oto-Manguean	VSO		VOX	MorphNeg		[Neg-V]	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1420	tls															Postpositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1421	tma	Tama	14.5	22.0	Taman	Eastern Sudanic	SOV			MorphNeg		[V-Neg]						Genitive-Noun			Noun-Adjective
1422	tmc	Timucua	30.25	-82.5	Timucua	Timucua	SOV														
1423	tmg	Tamagario	-6.41666666667	139.25	Kayagar	Kayagar	SOV														
1424	tml	Tamil	11.0	78.5	Dravidian	Dravidian	SOV		XOV	MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1425	tmm	Tamabo	-15.6666666667	167.166666667	Oceanic	Austronesian	SVO			SNegVO		NegV					Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1426	tmn	Temein	11.9166666667	29.4166666667	Temein	Eastern Sudanic	SVO			OptDoubleNeg		OptDoubleNeg						Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1427	tmo	Tibetan (Modern Literary)	29.8333333333	91.5	Bodic	Sino-Tibetan	SOV			More than one position		Type 1 / Type 2	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1428	tmr	Temiar	5.0	101.5	Aslian	Austro-Asiatic	SVO			SNegVO		NegV				Prepositions	Noun-Relative clause		Noun-Demonstrative		Noun-Adjective
1429	tna	Turkana	3.0	35.5	Eastern Nilotic	Eastern Sudanic	VSO		VOX	MorphNeg		[Neg-V]	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1430	tnb																	Genitive-Noun			
1431	tnc									ObligDoubleNeg		ObligDoubleNeg		Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun		Noun-Adjective
1432	tne	Temne	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	SVO			MorphNeg		[V-Neg]	Final	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1433	tng	Tongan	-21.1666666667	-175.166666667	Oceanic	Austronesian	No dominant order	VSO or VOS		More than one position		NegV		Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1434	tni	Tinani	32.3333333333	77.1666666667	Bodic	Sino-Tibetan	SOV						No question particle						Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1435	tnk	Tungak	-2.55	150.25	Oceanic	Austronesian	SVO									Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1436	tnn	Tunen	4.75	10.6666666667	Bantu	Niger-Congo	SOV		OVX	SNegOV		NegV	Final	Not initial interrogative phrase		No dominant order	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1437	tno	Tondano	1.25	125.0	Minahasan	Austronesian	No dominant order					NegV		Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	No dominant order	Noun-Adjective
1438	tny									Other		NegV	Final	Not initial interrogative phrase		Postpositions	Noun-Relative clause				Noun-Adjective
1439	tob	Toba	-26.5	-59.0	Qom	Guaicuruan	No dominant order	SVO or VOS		MorphNeg		[Neg-V]	No question particle	Initial interrogative phrase				Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1440	tod	Tod	32.4166666667	77.25	Bodic	Sino-Tibetan	SOV			MorphNeg		[Neg-V]									
1441	tol											NegV									
1442	ton	Tonkawa	30.25	-96.75	Tonkawa	Tonkawa	No dominant order	SOV or SVO	No dominant order	MorphNeg		[V-Neg]	No question particle			Postpositions		Genitive-Noun	Demonstrative suffix		Noun-Adjective
1443	tot																		Demonstrative-Noun		No dominant order
1444	tou									Other		NegV		Not initial interrogative phrase		Postpositions	Internally headed	Genitive-Noun	Mixed	Noun-Numeral	
1445	toz	Tonga (in Zambia)	-17.0	27.0	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]		Not initial interrogative phrase			Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
