	latitude	longitude	code	name	pattern	family	genus	Vso	Vsom	Vson	Vsoq	Vsow	Nprgdna
36	41.0	20.0	alb	Albanian	MT	Indo-European	Albanian	sVo	sVo 	snVo	qsVo		p d # Na g r 
83	40.0	45.0	arm	Armenian (Eastern)	MT	Indo-European	Armenian	soVo	soVo 	sonⁿVo		soVo	 rdg#aN    rp
87	38.5	43.5	arw	Armenian (Western)	MT	Indo-European	Armenian	soV	soV 	sonⁿV		soV	  dg#aN    rp
766	57.0	24.0	lat	Latvian	MT	Indo-European	Baltic	sVo	sVo 	sⁿVo	qsVo	wsVo	p dg#aN    r 
791	55.0	24.0	lit	Lithuanian	MT	Indo-European	Baltic	sVo	sVo 	sⁿVo	qsVo	wsVo	p dg#aN    r 
200	48.0	-3.0	bre	Breton	MT	Indo-European	Celtic	sVo	sVo 	snVnꜝ¹o	qsVo	wsVo	p   # Na gdr 
303	50.3333333333	-5.0	crn	Cornish	MT	Indo-European	Celtic	sVo	sVo 	nVso	qsVo	sVo	p   # Na gdr 
420	57.0	-4.0	gae	Gaelic (Scots)	MT	Indo-European	Celtic	Vso	Vsom	nVso		wVso	p   # Na gdr 
551	53.0	-8.0	iri	Irish	MT	Indo-European	Celtic	Vso	Vsom	nVso	qVso	wVso	p   # Na gdr 
1537	52.0	-3.0	wel	Welsh	MT	Indo-European	Celtic	Vso	Vsom	nVso	qVso	wVso	p   # Na gdr 
1535	52.75	-3.5833	wec	Welsh (Colloquial)	MT	Indo-European	Celtic	Vso	Vso 	Vsno			      N      
368	56.0	10.0	dsh	Danish	MT	Indo-European	Germanic	sVo	sVom	snVn¹o		wVsom	p dg#aN    r 
374	52.5	6.0	dut	Dutch	MT	Indo-European	Germanic	soVo	soVo 	sonVn¹o			p d #aN  g r 
389	52.0	0.0	eng	English	MT	Indo-European	Germanic	sVo	sVom	snVo		wqsnVom	p dg#aN  g r 
412	53.0	5.0	fri	Frisian	MT	Indo-European	Germanic	soVo	soVo 	soVo		wVsom	p dg aN  g r 
434	52.0	10.0	ger	German	MT	Indo-European	Germanic	soVo	soVo 	sonVn¹o		wVsom	p d #aN  g r 
529	65.0	-17.0	ice	Icelandic	MT	Indo-European	Germanic	sVo	sVo 	snVn¹o			p d #aN  g r 
1083	61.0	8.0	nor	Norwegian	MT	Indo-European	Germanic	sVo	sVo 	snVn¹o		wVso	p dg#aN  g r 
1347	60.0	15.0	swe	Swedish	MT	Indo-European	Germanic	sVo	sVom	snVn¹o		wVsom	p dg#aN    r 
464	39.0	22.0	grk	Greek (Modern)	MT	Indo-European	Greek	sVso	sVso 	snV¹so	qsVso	wsVso	p d #aN  g r 
89	26.0	93.0	ass	Assamese	MT	Indo-European	Indic	soV	soV 	soⁿV		soV	  dg#aN #    
141	24.0	90.0	ben	Bengali	MT	Indo-European	Indic	soV	smoV	soVn			      N      
152	26.0	84.0	bho	Bhojpuri	MT	Indo-European	Indic	soV	smoV	sonV	qsoV	soV	  dg#aN     p
169	35.3333333333	76.5	bkt	Brokskat	MT	Indo-European	Indic	soV	soV 	soV			  dg#aN      
362	32.0	35.0	dom	Domari	MT	Indo-European	Indic	*	* 	*			p dg#aN    r 
473	23.0	72.0	guj	Gujarati	MT	Indo-European	Indic	soV	soV 	sonV		soV	  d #aN     p
500	25.0	77.0	hin	Hindi	MT	Indo-European	Indic	soV	soV 	sonV	qsoV	soV	  dg#aN    ⁸p
594	34.0	76.0	kas	Kashmiri	MT	Indo-European	Indic	sVo	sVom	sVⁿo		sVo	 rdg#aN    rp
629	36.0	72.0	khw	Khowar	MT	Indo-European	Indic	soV	soV 	soV			 r g aN     p
725	30.0	80.0	kum	Kumauni	MT	Indo-European	Indic	soV	soV 	sonV¹		soV	  dg#aN     p
798	17.0	77.0	lmn	Lamani	MT	Indo-European	Indic	soV	smoV	soVn	soVq	soV	 rdg#aN     p
870	23.5	85.5	mgh	Magahi	MT	Indo-European	Indic	soV	soV 	soV			      N     p
876	19.0	76.0	mhi	Marathi	MT	Indo-European	Indic	soV	soV 	soVn	soVq	soV	 rdg#aN     p
1034	28.0	85.0	nep	Nepali	MT	Indo-European	Indic	soV	soV 	soVⁿ		soV	  dg#aN     p
1137	21.0	85.0	oya	Oriya	MT	Indo-European	Indic	soV	soV 	soVⁿ	soVq	soV	    # N #  ⁸ 
1143	31.0	74.0	pan	Panjabi	MT	Indo-European	Indic	soV	soV 	sonV	qsoV	soV	 rdg#aN    rp
1238	52.0	-4.0	rwe	Romani (Welsh)	MT	Indo-European	Indic	sVso	sVso 	snVnˀ¹so	qsVso		p dg#aN    r 
1248	35.0	71.5	sav	Savi	MT	Indo-European	Indic	soV	soV 	soV		soV	  dg aN     p
1297	28.0	75.5	skw	Shekhawati	MT	Indo-European	Indic	soV	soV 	sonV¹		soV	 r    N    rp
1308	36.0	74.0	sna	Shina	MT	Indo-European	Indic	soV	soV 	sonV		soV	  dg#aN     p
1311	7.0	80.5	snh	Sinhala	MT	Indo-European	Indic	soV	soV 	soV			    #aN #  rp
1457	34.25	72.0	trw	Torwali	MT	Indo-European	Indic	soV	soV 	soV		soV	  dg#aN     p
1501	25.0	67.0	urd	Urdu	MT	Indo-European	Indic	soV	soV 	sonV	qsoV	soV	  dg#aN    ⁸p
700	36.0	44.0	krd	Kurdish (Central)	MT	Indo-European	Iranian	soV	soV 	soⁿV		soV	p d # Na gdr 
1133	43.0	44.0	oss	Ossetic	MT	Indo-European	Iranian	soV	soV 	sonV¹			  dg#aN     p
1185	33.0	67.0	psh	Pashto	MT	Indo-European	Iranian	soV	soV 	soⁿV		soV	  dg#aN    rp
1184	32.0	54.0	prs	Persian	MT	Indo-European	Iranian	soV	soV 	soⁿV	qsoV	soV	p d # Na g r 
1356	38.6666666667	70.0	taj	Tajik	MT	Indo-European	Iranian	soV	soV 	soⁿV	soVq		p d # Na g r 
1522	36.5	72.0	wak	Wakhi	MT	Indo-European	Iranian	soV	somV	sonV		soV	p dg#aN    rp
1631	39.0	41.0	zaz	Zazaki	MT	Indo-European	Iranian	soV	soV 	soⁿV		soV	  d # Na    p
1180	35.5	71.0	pra	Prasuni	MT	Indo-European	Nuristani	soV	smoV	sonⁿV		soV	  dg#aN     p
309	41.75	2.0	ctl	Catalan	MT	Indo-European	Romance	sVo	sVo 	snVnˀ¹o			p d # Na g r 
411	48.0	2.0	fre	French	MT	Indo-European	Romance	sVo	sVom	snVnˀ¹o	qsVo	wsVo	p d # Na g r 
557	43.0	12.0	ita	Italian	MT	Indo-European	Romance	sVo	sVo 	snVo			p d # Na g r 
1177	39.0	-8.0	por	Portuguese	MT	Indo-European	Romance	sVo	sVo 	snVo	qsVo		p d   Na g r 
1225	46.0	25.0	rom	Romanian	MT	Indo-European	Romance	sVo	sVo 	snVo		wsVo	p d # Na gdr 
1231	46.6666666667	8.83333333333	rsu	Romansch (Sursilvan)	MT	Indo-European	Romance	sVo	sVo 	sVn¹o			  d # Na g r 
1327	40.0	9.0	srd	Sardinian	MT	Indo-European	Romance	sVo	sVo 	snVo	qsVo		    # Na   r 
1322	40.0	-4.0	spa	Spanish	MT	Indo-European	Romance	sVo	sVom	snVo		wVsom	p d # Na g r 
175	54.0	28.0	blr	Belorussian	MT	Indo-European	Slavic	*	* 	*	q*		  d  aN  g r 
226	42.5	25.0	bul	Bulgarian	MT	Indo-European	Slavic	sVo	sVom	snVo		wsVo	p dg#aN  g r 
319	50.0	15.0	cze	Czech	MT	Indo-European	Slavic	sVo	sVo 	sⁿVo		Vso	p dg#aN  g r 
846	41.6666666667	21.75	mcd	Macedonian	MT	Indo-European	Slavic	sVo	sVo 	snVo			p dg aN  g   
1176	52.0	20.0	pol	Polish	MT	Indo-European	Slavic	sVo	sVo 	snVo	qsVo	wsVo	p d #aN  g r 
1235	56.0	38.0	rus	Russian	MT	Indo-European	Slavic	sVo	sVo 	snVo		wsVo	p d #aN  g r 
1251	44.0	19.0	scr	Serbian-Croatian	MT	Indo-European	Slavic	sVo	sVo 	snV¹o			p dg#aN  g   
1302	46.0	15.0	slo	Slovene	MT	Indo-European	Slavic	sVo	sVo 	snVo			p dg#aN  g   
1325	51.5	14.0	srb	Sorbian	MT	Indo-European	Slavic	soV	soV 	soⁿV			p    aN      
1495	49.0	33.0	ukr	Ukrainian	MT	Indo-European	Slavic	sVo	sVo 	snVo	qsVo		p d #aN    r 
433	42.0	44.0	geo	Georgian	MT	Kartvelian	Kartvelian	soV	soV 	sonV		soV	  dg#aN    rp
398	59.0	26.0	est	Estonian	MT	Uralic	Finnic	sVo	sVom	snVo		wsVo	  dg#aN    rp
406	62.0	25.0	fin	Finnish	MT	Uralic	Finnic	sVo	sVom	snVo		wsVo	  dg#aN    rp
928	53.0	45.5	moe	Mordvin (Erzya)	MT	Uralic	Mordvin	sVo	sVo 	snV¹o			     aN     p
752	65.0	55.0	kzy	Komi-Zyrian	MT	Uralic	Permic	sVo	sVom	snVo			   g#aN     p
1493	57.5	52.5	udm	Udmurt	MT	Uralic	Permic	soV	soV 	soVn			  dg#aN     p
1314	69.0	24.0	sno	Saami (Northern)	MT	Uralic	Saami	sVo	sVo 	snV¹o			   g aN     p
388	67.5	86.5	ene	Enets	MT	Uralic	Samoyedic	soV	smoV	sonV¹			     aN     p
665	52.0	92.0	kms	Kamass	MT	Uralic	Samoyedic	soV	soV 	sonV¹			  dg aN     p
1092	70.0	76.0	ntu	Nenets	MT	Uralic	Samoyedic	soV	smoV	sonV			  dg#aN     p
1039	71.0	93.0	nga	Nganasan	MT	Uralic	Samoyedic	soV	soV 	sonV			     aN      
1294	65.0	82.0	skp	Selkup	MT	Uralic	Samoyedic	soV	soV 	soV		soV	  dg#aN      
519	47.0	20.0	hun	Hungarian	MT	Uralic	Ugric	soVo	soVo 	snVo		soVo	 rdg#aN    rp
724	65.0	65.0	kty	Khanty	MT	Uralic	Ugric	soV	soV 	sonV		soV	 rdg#aN     p
922	62.0	62.0	mns	Mansi	MT	Uralic	Ugric	soV	soV 	sonV	qsoV	soV	 rdg#aN     p
1603	65.75	150.833333333	yko	Yukaghir (Kolyma)	MT	Yukaghir	Yukaghir	soV	soV 	soⁿV		soV	 rdg#aN     p
1615	69.0	155.0	ytu	Yukaghir (Tundra)	MT	Yukaghir	Yukaghir	soV	soV 	soⁿV		soV	  ᵈg#aN     p
829	-38.0	-72.0	map	Mapudungun	NM	Araucanian	Araucanian	sVo	sVo 	sVⁿo		sVo	p dg#aN     p
943	5.5	-67.5	mpr	Maipure	NM	Arawakan	Alto-Orinoco	sVo	sVo 	sVo		wsVo	   g# Na   rp
1563	1.5	-67.5	wrk	Warekena	NM	Arawakan	Alto-Orinoco	sVo	sVo 	snVnꜝ¹o		wVso	p d # Na g   
461	15.6666666667	-88.0	grf	Garífuna	NM	Arawakan	Antillean Arawakan	Vso	Vso 	nVso			p   # Na gdr 
78	5.5	-55.1666666667	ara	Lokono	NM	Arawakan	Antillean Arawakan	sVo	sVom	sVn¹o			 rdg#aN    rp
125	-13.0833333333	-64.1666666667	baq	Baure	NM	Arawakan	Bolivia-Parana	Vos	Vos 	nVos		wVos	  d # Na g r 
453	12.0	-72.0	goa	Goajiro	NM	Arawakan	Guajiro-Paraujano	Vso	Vsom	nVso	qVso	wVso	p   # Na gd  
10	4.41666666667	-72.25	acg	Achagua	NM	Arawakan	Japura-Colombia	sVo	sVo 	snVo		wsVo	   g  Na   rp
117	1.0	-67.0	bae	Baré	NM	Arawakan	Japura-Colombia	sVo	sVo 	snVo		wsVo	  dg# Na    p
1213	-2.41666666667	-71.5	res	Resígaro	NM	Arawakan	Japura-Colombia	soV	soV 	nsoV	qsoV		 rdg#aN    rp
1362	1.0	-69.1666666667	tar	Tariana	NM	Arawakan	Japura-Colombia	soV	soV 	sonVnˀ¹		wsoV	  dg#aNa   rp
1593	-0.75	-71.0	ycn	Yucuna	NM	Arawakan	Japura-Colombia	sVo	sVo 	sVo			  dg aN     p
1162	3.0	-51.0	plk	Palikur	NM	Arawakan	Palikur	sVo	sVo 	sVo	qsVo	wsVo	p dg# Na     
247	-12.0	-74.0	cax	Campa (Axininca)	NM	Arawakan	Pre-Andine Arawakan	*	* 	*		*	   g  Na   r 
76	-9.0	-67.0	apu	Apurinã	NM	Arawakan	Purus	sVo	sVo 	snV¹o		wsVo	  dg# Na   rp
1155	-11.0	-73.5	pir	Piro	NM	Arawakan	Purus	soV	soV 	soV		wsoV	  dg# Na     
108	-17.0	-69.0	aym	Aymara (Central)	NM	Aymaran	Aymaran	soV	soV 	sonV¹	soVq	soV	  dg#aN     p
1528	-11.3333333333	-65.0	war	Wari'	NM	Chapacura-Wanham	Chapacura-Wanham	Vos	Voms	nVos		wVos	p     N ⁶gdr 
321	11.0	-73.5	dam	Damana	NM	Chibchan	Arhuacic	soVo	soVo 	soVo			    # N      
542	10.6666666667	-73.75	ika	Ika	NM	Chibchan	Arhuacic	soV	soV 	soVⁿ	soVq		   g# Na#  ⁵p
961	5.0	-74.0	msc	Muisca	NM	Chibchan	Chibcha-Duit	soV	soV 	soVⁿ			  dg  Na#    
1021	8.66666666667	-82.0	nbr	Ngäbere	NM	Chibchan	Guaymiic	soV	soVm	sonV¹		soV	   g  Na# d p
726	8.0	-77.3333333333	kun	Kuna	NM	Chibchan	Kuna	soV	soV 	soVⁿ		soV	   g  N  g  p
1207	11.75	-83.75	ram	Rama	NM	Chibchan	Rama	soV	soV 	sonVⁿ		soV	  dg  Na#   p
203	9.41666666667	-83.0	bri	Bribri	NM	Chibchan	Western Isthmic Chibchan	soV	soVm	sonV¹			   g  Na# d p
1451	9.33333333333	-82.6666666667	trb	Teribe	NM	Chibchan	Western Isthmic Chibchan	soV	soV 	soVn	soVq	soV	   g  Na# drp
12	41.5	-121.0	acm	Achumawi	NM	Hokan	Achumawi	sVo	sVo 	snV¹o			p     N      
96	40.75	-121.0	ats	Atsugewi	NM	Hokan	Atsugewi	*	* 	*			  d   N      
705	41.6666666667	-123.0	krk	Karok	NM	Hokan	Karok	*	* 	*			  dg# Na    p
1163	39.0	-122.666666667	pme	Pomo (Eastern)	NM	Hokan	Pomoan	soV	soV 	soVⁿ			   g  N      
1188	39.0	-122.5	pso	Pomo (Southeastern)	NM	Hokan	Pomoan	soV	somV	sonVnꜝ¹		soV	  dg# N     p
1243	36.0	-121.0	sal	Salinan	NM	Hokan	Salinan	sVo	sVo 	snVnꜝ¹o			p d #aNa g   
1261	29.0	-112.0	ser	Seri	NM	Hokan	Seri	soV	smoV	soⁿV	soVq	soV	   g N⁷# d⁵p
1278	41.8333333333	-122.666666667	shs	Shasta	NM	Hokan	Shasta	*	* 	*			      N      
342	32.6666666667	-116.166666667	die	Diegueño (Mesa Grande)	NM	Hokan	Yuman	soV	soV 	soVn			   g N⁷# d⁵p
502	35.5	-113.75	hlp	Hualapai	NM	Hokan	Yuman	soV	soV 	sonVnˀ¹		soV	  d   Na  d p
654	31.3333333333	-115.666666667	klw	Kiliwa	NM	Hokan	Yuman	soV	soV 	sonVnˀ¹			      Na  ᵈr 
830	33.1666666667	-113.166666667	mar	Maricopa	NM	Hokan	Yuman	soV	soV 	sonVnꜝ¹			 r g  Na# drp
1410	32.1666666667	-116.5	tja	Tiipay (Jamul)	NM	Hokan	Yuman	soV	somV	sonVnˀ¹	soVq	soV	   g N⁷  d⁵p
521	16.2166666667	-95.0	hve	Huave (San Mateo del Mar)	NM	Huavean	Huavean	sVo	sVo 	snV¹o	qsVo	wsVo	p d  aN  g r 
645	28.0	-97.0	kkw	Karankawa	NM	Karankawa	Karankawa	*	* 	*			  d   N      
635	37.0	-99.0	kio	Kiowa	NM	Kiowa-Tanoan	Kiowa-Tanoan	soV	soV 	sonVnꜝ¹	qsoV	wsoV	  dg# N    ⁵ 
1485	36.5	-105.5	twn	Tiwa (Northern)	NM	Kiowa-Tanoan	Kiowa-Tanoan	soVo	soVo 	soⁿVo			      N      
1534	-22.5	-62.5833333333	wch	Wichí	NM	Matacoan	Matacoan	sVo	sVom	snVⁿo	qsVo	wsVo	p  g# Na  dr 
888	14.0	-83.6666666667	mis	Miskito	NM	Misumalpan	Misumalpan	soV	soV 	soVⁿ	soVq	soV	  dg# Na    p
994	17.0833333333	-96.0833333333	mxx	Mixe (Ayutla)	NM	Mixe-Zoque	Mixe-Zoque	*	* 	*	*q		  dg#aN      
1639	18.3333333333	-95.1666666667	zqs	Popoluca (Sierra)	NM	Mixe-Zoque	Mixe-Zoque	sVo	sVo 	snVo			p dg  N      
1632	16.75	-94.75	zch	Zoque (Chimalapa)	NM	Mixe-Zoque	Mixe-Zoque	sVo	sVo 	snVnˀ¹o		wsVo	  dg#aN    rp
1637	17.0	-93.25	zqc	Zoque (Copainalá)	NM	Mixe-Zoque	Mixe-Zoque	Vos	Vos 	nⁿVos			  dg aN      
1638	17.4166666667	-93.3	zqo	Zoque (Ostuacan)	NM	Mixe-Zoque	Mixe-Zoque	*	* 	*		w*	      N      
46	-10.5	-72.5	amc	Amahuaca	NM	Pano-Tacanan	Panoan	*	* 	*			  dg  Na    p
245	-8.5	-75.5	cas	Cashibo	NM	Pano-Tacanan	Panoan	soV	soV 	soVⁿ			  dg  Na#   p
250	-12.1666666667	-66.75	cbo	Chácobo	NM	Pano-Tacanan	Panoan	*	* 	*		w*	   g  Na    p
971	-4.41666666667	-70.25	mts	Matis	NM	Pano-Tacanan	Panoan	soV	somV	soVⁿ			   g  Na#    
1000	-5.41666666667	-73.25	myr	Matsés	NM	Pano-Tacanan	Panoan	soV	soV 	soV			   g  Na    p
1270	-11.0	-70.0	shh	Sharanahua	NM	Pano-Tacanan	Panoan	soV	soV 	soVⁿ	soVq	wsoV	  d   N     p
1272	-7.5	-75.0	shk	Shipibo-Konibo	NM	Pano-Tacanan	Panoan	soV	soV 	soVⁿ		soV	  dg#aNa    p
1586	-8.0	-73.0	yam	Yaminahua	NM	Pano-Tacanan	Panoan	soV	soV 	soVⁿ			      Na     
246	-13.3333333333	-66.5	cav	Cavineña	NM	Pano-Tacanan	Tacanan	*	* 	*			   g# Na   rp
395	-11.0	-66.0	ese	Ese Ejja	NM	Pano-Tacanan	Tacanan	soV	soV 	soVn	qsoV	wsoV	   g  Na    p
1351	-13.5	-68.0	tac	Tacana	NM	Pano-Tacanan	Tacanan	*	* 	*	q*	w*	  dg aNa    p
277	46.25	-123.5	ckl	Chinook (Lower)	NM	Penutian	Chinookan	Vos	Vos 	nVos		wVos	p dg#aN  g   
983	36.8333333333	-121.5	mut	Mutsun	NM	Penutian	Costanoan	sVo	sVo 	snVo	qsVo	wsVo	  dg  N    r 
649	42.5	-121.5	klm	Klamath	NM	Penutian	Klamath-Modoc	*	* 	*		w*	  dg#aN    rp
917	40.0	-120.666666667	mne	Maidu (Northeast)	NM	Penutian	Maiduan	soV	soV 	soVⁿ		wsoV	 rdg aN      
968	37.5	-120.0	mss	Miwok (Southern Sierra)	NM	Penutian	Miwok	*	* 	*		w*	  dg#aNa g   
1277	46.5	-120.0	shp	Klikitat	NM	Penutian	Sahaptian	Vso	Vso 	nVso		wVso	  d #aN      
1038	46.0	-116.0	nez	Nez Perce	NM	Penutian	Sahaptian	*	* 	*	q*	w*	  dg#aN    r 
1191	39.0	-122.333333333	ptw	Patwin	NM	Penutian	Wintuan	*	* 	*			      N     p
1541	41.0	-122.5	win	Wintu	NM	Penutian	Wintuan	*	* 	*			   g  N      
1540	36.4166666667	-119.083333333	wik	Wikchamni	NM	Penutian	Yokuts	*	* 	*	q*		  dg aN      
1622	35.4166666667	-119.0	ywl	Yawelmani	NM	Penutian	Yokuts	*	* 	*	q*		      N      
1609	36.0833333333	-119.083333333	yok	Yokuts (Yaudanchi)	NM	Penutian	Yokuts	*	* 	*	q*	w*	p dg#aN  g   
300	-18.75	-67.8333333333	cpy	Chipaya	NM	Uru-Chipaya	Uru-Chipaya	soV	soV 	nsoV			 rdg#aN      
1055	22.0	-99.0	nhh	Nahuatl (Huasteca)	NM	Uto-Aztecan	Aztecan	Vso	Vso 	nVso		wVso	p d # Na g r 
1056	18.5	-103.0	nhm	Nahuatl (Michoacán)	NM	Uto-Aztecan	Aztecan	sVo	sVo 	snVo		wsVo	p dg# Na g r 
1057	20.0	-98.25	nhn	Nahuatl (North Puebla)	NM	Uto-Aztecan	Aztecan	sVo	sVo 	sVo		wsVo	 rd #aNa   r 
1058	19.6666666667	-99.0	nht	Nahuatl (Tetelcingo)	NM	Uto-Aztecan	Aztecan	sVo	sVom	snV¹o		wsVo	p d # Na g r 
1154	13.8333333333	-89.5833333333	pip	Pipil	NM	Uto-Aztecan	Aztecan	*	* 	*			p   #aN  g r 
1589	27.5	-110.25	yaq	Yaqui	NM	Uto-Aztecan	Cahita	soV	soV 	snoV	qsoV	soV	  dg#aN    rp
296	22.1666666667	-104.833333333	cor	Cora	NM	Uto-Aztecan	Corachol	Vso	Vso 	Vso			  dg# Na g rp
517	22.0	-104.0	hui	Huichol	NM	Uto-Aztecan	Corachol	soV	soV 	soⁿV		soV	   g  N    r 
239	33.5	-116.25	cah	Cahuilla	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	soV 	sonV		soV	   g aN    rp
282	34.3333333333	-115.166666667	cmh	Chemehuevi	NM	Uto-Aztecan	Northern Uto-Aztecan	*	* 	*		*	  dg#aNa  drp
284	33.5	-101.5	cmn	Comanche	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	soV 	sonV¹		soV	  dg#aN    rp
316	33.1666666667	-116.5	cup	Cupeño	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	soV 	sonV¹		soV	  dg# Na    p
512	36.0	-110.0	hop	Hopi	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	soV 	sonV	qsoV	soV	  dg#aN     p
738	36.0	-117.5	kws	Kawaiisu	NM	Uto-Aztecan	Northern Uto-Aztecan	*	* 	*		w*	  dg aN  gdrp
809	33.3333333333	-117.166666667	lui	Luiseño	NM	Uto-Aztecan	Northern Uto-Aztecan	*	* 	*		w*	  dg# Na   rp
921	38.0	-119.0	mno	Mono (in United States)	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	soV 	nsoV		wsoV	   g  N   ᵈrp
1168	42.0	-118.0	pno	Paiute (Northern)	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	soV 	nsoV		wsoV	p dg#aN    rp
1276	41.0	-114.0	sho	Shoshone	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	smoV	soV		soV	  d  aN      
1460	37.0	-117.0	tsh	Tümpisa Shoshone	NM	Uto-Aztecan	Northern Uto-Aztecan	soV	soV 	sonVnˀ¹		soV	prdg#aN   dꜝounrp⁴
1509	39.0	-109.0	ute	Ute	NM	Uto-Aztecan	Northern Uto-Aztecan	*	* 	*			  dg# Na   rp
399	29.1666666667	-109.666666667	eud	Eudeve	NM	Uto-Aztecan	Opata-Eudeve	soV	soV 	sonV¹	qsoV	wsoV	  dg  N    rp
463	27.75	-108.666666667	grj	Guarijío	NM	Uto-Aztecan	Tarahumaran	*	* 	*		w*	  dg aNa#   p
1374	27.5	-107.5	tce	Tarahumara (Central)	NM	Uto-Aztecan	Tarahumaran	soV	smoV	sonV¹		wsoV	  d  aN    rp
1484	27.5	-108.0	twe	Tarahumara (Western)	NM	Uto-Aztecan	Tarahumaran	soV	soV 	sonV¹		soV	prdg#aN    rp
1035	31.0	-112.5	nev	Nevome	NM	Uto-Aztecan	Tepiman	soV	soV 	sonV¹	qsoV	wsoV	  dg#aN     p
1123	32.0	-112.0	ood	O'odham	NM	Uto-Aztecan	Tepiman	*	* 	*	q*	*	p dg#aN  g rp
1148	29.0	-111.0	pba	Pima Bajo	NM	Uto-Aztecan	Tepiman	soV	soV 	sonV¹			  dg#aN    r 
1447	26.3333333333	-107.0	tpn	Tepehuan (Northern)	NM	Uto-Aztecan	Tepiman	Vso	Vso 	nVso		wVso	  dg#aNa   rp
580	37.0	140.0	jpn	Japanese	NN	Japanese	Japanese	soV	smoV	soVⁿ	soVq	soV	 rdg#aN     p
690	37.5	128.0	kor	Korean	NN	Korean	Korean	soV	soV 	sonV		soV	 rdg#aN     p
28	25.6666666667	94.5	agm	Angami	NN	Sino-Tibetan	Angami-Pochuri	soV	soV 	soVn	soVq		   g  Na# drp
1070	25.5	94.3333333333	nma	Naga (Mao)	NN	Sino-Tibetan	Angami-Pochuri	soV	soV 	soVn	soVq	soV	 rdg  Na# d  
176	35.0	76.0	blt	Balti	NN	Sino-Tibetan	Bodic	soV	soV 	sonVn¹			 rd  aN #   p
204	28.8333333333	83.8333333333	brl	Baragaunle	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV			 rd   Na#    
437	32.5	77.0	ghr	Bunan	NN	Sino-Tibetan	Bodic	soV	soV 	sonV¹	soVq		      Na     
261	30.0	80.25	chd	Chaudangsi	NN	Sino-Tibetan	Bodic	soV	soV 	sonV¹			  d #aN      
367	30.0	79.75	drm	Darma	NN	Sino-Tibetan	Bodic	soV	smoV	soⁿV	qsoV	soV	 rdg#aN    rp
476	28.3333333333	84.3333333333	gur	Gurung	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV	soVq	soV	 rdg aN #   p
565	30.8333333333	79.0	jad	Jad	NN	Sino-Tibetan	Bodic	soV	soV 	soV			      Na#    
579	30.6666666667	80.0	joh	Johari	NN	Sino-Tibetan	Bodic	soV	soV 	sonV¹			  d #aN     p
1581	32.0833333333	77.25	xns	Kanashi	NN	Sino-Tibetan	Bodic	soV	soV 	sonV¹			      N     p
620	31.8333333333	98.5833333333	khd	Kham (Dege)	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV			 r g  Na# d p
680	32.5	96.5	knz	Kham (Tibetan) (Nangchen)	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV			   g  Na# drp
676	31.5	78.0	knn	Kinnauri	NN	Sino-Tibetan	Bodic	soV	soV 	sonV		soV	  dg#aN     p
756	34.0	78.0	lad	Ladakhi	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿVⁿ		soV	  dg  Na#   p
948	30.25	79.5833333333	mrc	Marchha	NN	Sino-Tibetan	Bodic	soV	soV 	soV			  d #aN      
1103	32.0	78.5	nyk	Nyamkad	NN	Sino-Tibetan	Bodic	soV	soV 	sonV¹		soV	  d   Na#    
1190	32.75	76.75	ptt	Pattani	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV			  dg#aN    rp
1183	34.6666666667	76.0	prk	Purki	NN	Sino-Tibetan	Bodic	soV	soV 	soVⁿ		soV	 rd  aN #   p
1229	30.3333333333	79.3333333333	rpa	Rang Pas	NN	Sino-Tibetan	Bodic	soV	soV 	sonV¹			    #aN      
1269	27.75	86.8333333333	she	Sherpa	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV	soVq	soV	  dg  Na#   p
1323	32.25	78.0	spi	Spitian	NN	Sino-Tibetan	Bodic	soV	soV 	soV		soV	  d   Na#    
1359	27.5	85.666666666667	tam	Tamang (Eastern)	NN	Sino-Tibetan	Bodic	soV	soV 	sonV	soVq	soV	 rdg aN #   p
1393	29.0	83.75	thk	Thakali	NN	Sino-Tibetan	Bodic	soV	soV 	soV		soV	  dg aN #    
1375	28.5	86.5	tdi	Tibetan (Dingri)	NN	Sino-Tibetan	Bodic	soV	soV 	soV			  dg  Na# d  
1376	32.25	81.25	tdr	Tibetan (Drokpa)	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV			 r    Na# dr 
1427	29.8333333333	91.5	tmo	Tibetan (Modern Literary)	NN	Sino-Tibetan	Bodic	soV	soV 	sonVn¹		soV	 r g  Na# d p
1399	30.0	91.0	tib	Tibetan (Standard Spoken)	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV	soVq		 r g  Na# d  
