frei 	 adjective 	 unimprisoned 	 free; unenslaved; unimprisoned
volskisch 	 adjective 	 Volscian 	 Volscian
mispel 	 noun 	 medlar 	 medlar
string 	 noun 	 thong 	 thong
string 	 noun 	 string 	 string
string 	 noun 	 string 	 string
abchasisch 	 adjective 	 Abkhaz 	 Abkhaz
alemannisch 	 adjective 	 Alemannic 	 Alemannic
elsässisch 	 adjective 	 Alsatian 	 Alsatian
altgriechisch 	 adjective 	 ancient Greek 	 ancient Greek
altgriechisch 	 adjective 	 Ancient Greek 	 Ancient Greek
anglonormannisch 	 noun 	 Anglo-Norman 	 Anglo-Norman
anglonormannisch 	 adjective 	 Anglo-Norman 	 Anglo-Norman
spdl 	 noun 	 Siemens 	 Siemens Personaldienstleistungen
spdl 	 noun 	 Personaldienstleistungen 	 Siemens Personaldienstleistungen
altenglisch 	 noun 	 Anglo-Saxon 	 Anglo-Saxon
altenglisch 	 adjective 	 Anglo-Saxon 	 Anglo-Saxon
bosnisch 	 adjective 	 Bosnian 	 Bosnian
bretonisch 	 adjective 	 Breton 	 Breton
karisch 	 noun 	 Carian 	 Carian
karisch 	 adjective 	 Carian 	 Carian
kaschubisch 	 adjective 	 Kashubian 	 Kashubian
koptisch 	 noun 	 Coptic 	 Coptic
koptisch 	 adjective 	 Coptic 	 Coptic
kopte 	 noun 	 Copt 	 Copt
koptin 	 noun 	 Copt 	 Copt
korsisch 	 adjective 	 Corsican 	 Corsican
krimtatarisch 	 adjective 	 Crimean Tatar 	 Crimean Tatar
altnordisch 	 adjective 	 Old Norse 	 Old Norse
aromunisch 	 adjective 	 Aromanian 	 Aromanian
eblaitisch 	 noun 	 Eblaite 	 Eblaite
eblaitisch 	 adjective 	 Eblaite 	 Eblaite
edomitisch 	 noun 	 Edomite 	 Edomite
edomitisch 	 adjective 	 Edomite 	 Edomite
gagausisch 	 noun 	 Gagauz 	 Gagauz
gagausisch 	 adjective 	 Gagauz 	 Gagauz
gotisch 	 noun 	 Gothic 	 Gothic language Gothic
gotisch 	 noun 	 Gothic 	 Gothic script Gothic script
gotisch 	 noun 	 script 	 Gothic script Gothic script
gotin 	 noun 	 Goth 	 Goth
grönländisch 	 adjective 	 Greenlandish 	 Greenlandic, Greenlandish
grönländisch 	 adjective 	 Greenlandic 	 Greenlandic, Greenlandish
hethitisch 	 noun 	 Hittite 	 Hittite
hethitisch 	 adjective 	 Hittite 	 Hittite
hethiter 	 noun 	 Hittite 	 Hittite
javanisch 	 noun 	 Javanese 	 Javanese
javanisch 	 adjective 	 Javanese 	 Javanese
kabylisch 	 noun 	 Kabyle 	 Kabyle
kabylisch 	 adjective 	 Kabyle 	 Kabyle
karelisch 	 adjective 	 Karelian 	 Karelian: from or pertaining to Karelia or its  people and culture
lepontisch 	 noun 	 Lepontic 	 Lepontic
lepontisch 	 adjective 	 Lepontic 	 Lepontic
luxemburgisch 	 noun 	 Luxembourgish 	 Letzeburgesh, Luxembourgish, Luxembourgian
luxemburgisch 	 noun 	 Letzeburgesh 	 Letzeburgesh, Luxembourgish, Luxembourgian
luxemburgisch 	 noun 	 Luxembourgian 	 Letzeburgesh, Luxembourgish, Luxembourgian
luxemburgisch 	 noun 	 Mundart 	 luxemburgische Mundart
luxemburgisch 	 noun 	 luxemburgisch 	 luxemburgische Mundart
luxemburgisch 	 noun 	 luxemburgisch 	 luxemburgische Sprache
luxemburgisch 	 noun 	 Sprache 	 luxemburgische Sprache
luxemburgisch 	 adjective 	 Luxembourgish 	 Letzeburgesh, Luxembourgish, Luxembourgian
luxemburgisch 	 adjective 	 Letzeburgesh 	 Letzeburgesh, Luxembourgish, Luxembourgian
luxemburgisch 	 adjective 	 Luxembourgian 	 Letzeburgesh, Luxembourgish, Luxembourgian
limburgisch 	 adjective 	 Limburgish 	 Limburgish, Limburgian , to its people or to its language)
limburgisch 	 adjective 	 Limburgian 	 Limburgish, Limburgian , to its people or to its language)
niederdeutsch 	 adjective 	 Low German 	 Low German
ingwäonisch 	 noun 	 Ingvaeonic 	 Ingvaeonic
ingwäonisch 	 adjective 	 Ingvaeonic 	 Ingvaeonic
obersorbisch 	 noun 	 Upper Sorbian 	 Upper Sorbian
obersorbisch 	 adjective 	 Upper Sorbian 	 Upper Sorbian
niedersorbisch 	 adjective 	 Lower Sorbian 	 Lower Sorbian
lydisch 	 noun 	 Lydian 	 Lydian
lydisch 	 noun 	 lydisch 	 lydische Sprache
lydisch 	 noun 	 Sprache 	 lydische Sprache
lydisch 	 adjective 	 Lydian 	 Lydian
lydisch 	 adjective 	 Lydian 	 Lydian
urethan 	 noun 	 urethane 	 ' urethane (C
adenin 	 noun 	 adenine 	 ' adenine (C
niacin 	 noun 	 niacin 	 niacin, a B vitamin
mittelniederländisch 	 noun 	 Middle Dutch 	 Middle Dutch
mittelniederländisch 	 adjective 	 Middle Dutch 	 Middle Dutch
mittelenglisch 	 noun 	 Middle English 	 Middle English
mittelenglisch 	 adjective 	 Middle English 	 Middle English
mittelfranzösisch 	 noun 	 Middle French 	 Middle French
mittelfranzösisch 	 adjective 	 Middle French 	 Middle French
mittelirisch 	 noun 	 Middle Irish 	 Middle Irish
mittelirisch 	 noun 	 mittelirisch 	 mittelirische Sprache
mittelirisch 	 noun 	 Sprache 	 mittelirische Sprache
mittelirisch 	 adjective 	 Middle Irish 	 Middle Irish
mittelniederdeutsch 	 noun 	 Middle Low German 	 Middle Low German
mittelniederdeutsch 	 noun 	 mittelniederdeutsch 	 mittelniederdeutsche Sprache
mittelniederdeutsch 	 noun 	 Sprache 	 mittelniederdeutsche Sprache
mittelniederdeutsch 	 adjective 	 Middle Low German 	 Middle Low German
mittelnorwegisch 	 noun 	 Middle Norwegian 	 Middle Norwegian
mittelnorwegisch 	 noun 	 mittelnorwegisch 	 mittelnorwegische Sprache
mittelnorwegisch 	 noun 	 Sprache 	 mittelnorwegische Sprache
mittelnorwegisch 	 adjective 	 Middle Norwegian 	 Middle Norwegian
mittelpersisch 	 noun 	 Middle Persian 	 Middle Persian
mittelpersisch 	 adjective 	 Middle Persian 	 Middle Persian
christologisch 	 adjective 	 Christological 	 Christological
christologie 	 noun 	 Christology 	 Christology
mordwinisch 	 noun 	 Mordvin 	 Mordvin
mordwinisch 	 adjective 	 Mordvin 	 Mordvin
mozarabisch 	 noun 	 Mozarabic 	 Mozarabic
mozarabisch 	 adjective 	 Mozarabic 	 Mozarabic
neuhochdeutsch 	 noun 	 New High German 	 New High German
neuhochdeutsch 	 adjective 	 New High German 	 New High German
nordfriesisch 	 noun 	 North Frisian 	 North Frisian
nordfriesisch 	 noun 	 nordfriesisch 	 nordfriesische Sprache
nordfriesisch 	 noun 	 Sprache 	 nordfriesische Sprache
nordfriesisch 	 adjective 	 North Frisian 	 North Frisian
nostratisch 	 noun 	 Nostratic 	 Nostratic
nostratisch 	 adjective 	 Nostratic 	 Nostratic
okzitanisch 	 adjective 	 Occitan 	 Occitan
altkirchenslawisch 	 noun 	 Old Church Slavonic 	 Old Church Slavonic
altkirchenslawisch 	 adjective 	 Old Church Slavonic 	 Old Church Slavonic
altostslawisch 	 noun 	 Old East Slavic 	 Old East Slavic
altostslawisch 	 adjective 	 Old East Slavic 	 Old East Slavic
altfranzösisch 	 noun 	 Old French 	 Old French
altfranzösisch 	 adjective 	 Old French 	 Old French
altfriesisch 	 noun 	 Old Frisian 	 Old Frisian
altfriesisch 	 noun 	 altfriesisch 	 altfriesische Sprache
altfriesisch 	 noun 	 Sprache 	 altfriesische Sprache
altfriesisch 	 adjective 	 Old Frisian 	 Old Frisian
altisländisch 	 noun 	 Old Icelandic 	 Old Icelandic
altisländisch 	 adjective 	 Old Icelandic 	 Old Icelandic
altirisch 	 noun 	 Old Irish 	 Old Irish
altirisch 	 noun 	 altirisch 	 altirische Sprache
altirisch 	 noun 	 Sprache 	 altirische Sprache
altirisch 	 adjective 	 Old Irish 	 Old Irish
altjapanisch 	 noun 	 Old Japanese 	 Old Japanese
altjapanisch 	 adjective 	 Old Japanese 	 Old Japanese
altkoreanisch 	 noun 	 Old Korean 	 Old Korean
altkoreanisch 	 adjective 	 Old Korean 	 Old Korean
altnorwegisch 	 noun 	 Old Norwegian 	 Old Norwegian
altnorwegisch 	 noun 	 altnorwegisch 	 altnorwegische Sprache
altnorwegisch 	 noun 	 Sprache 	 altnorwegische Sprache
altnorwegisch 	 adjective 	 Old Norwegian 	 Old Norwegian
altpersisch 	 noun 	 Old Persian 	 Old Persian
altpersisch 	 adjective 	 Old Persian 	 Old Persian
altportugiesisch 	 noun 	 Old Portuguese 	 Old Portuguese
altportugiesisch 	 adjective 	 Old Portuguese 	 Old Portuguese
altpreußisch 	 noun 	 Old Prussian 	 Old Prussian
altpreußisch 	 adjective 	 Old Prussian 	 Old Prussian
altsächsisch 	 noun 	 Old Saxon 	 Old Saxon
altsächsisch 	 adjective 	 Old Saxon 	 Old Saxon
altniederdeutsch 	 noun 	 Old Saxon 	 Old Saxon, Old Low German
altniederdeutsch 	 noun 	 Old Low German 	 Old Saxon, Old Low German
altniederdeutsch 	 adjective 	 Old Saxon 	 Old Saxon, Old Low German
altniederdeutsch 	 adjective 	 Old Low German 	 Old Saxon, Old Low German
altspanisch 	 noun 	 Old Spanish 	 Old Spanish
altspanisch 	 adjective 	 Old Spanish 	 Old Spanish
altschwedisch 	 noun 	 Old Swedish 	 Old Swedish
altschwedisch 	 adjective 	 Old Swedish 	 Old Swedish
oskisch 	 noun 	 Oscan 	 Oscan
oskisch 	 adjective 	 Oscan 	 Oscan
ossetisch 	 noun 	 Ossetian 	 Ossetian
ossetisch 	 adjective 	 Ossetian 	 Ossetian
picardisch 	 noun 	 Picard 	 Picard
picardisch 	 adjective 	 Picard 	 Picard
polabisch 	 noun 	 Polabian 	 Polabian
polabisch 	 adjective 	 Polabian 	 Polabian
urgermanisch 	 noun 	 Proto-Germanic 	 Proto-Germanic
urgermanisch 	 adjective 	 Proto-Germanic 	 Proto-Germanic
urnordisch 	 noun 	 Proto-Norse 	 Proto-Norse
urnordisch 	 adjective 	 Proto-Norse 	 Proto-Norse
urslawisch 	 noun 	 Proto-Slavic 	 Proto-Slavic
urslawisch 	 adjective 	 Proto-Slavic 	 Proto-Slavic
ripuarisch 	 adjective 	 Ripuarian 	 Ripuarian
sardisch 	 noun 	 Sardinian 	 Sardinian
sardisch 	 adjective 	 Sardinian 	 Sardinian
sardin 	 noun 	 Sardinian 	 Sardinian
serbokroatisch 	 adjective 	 Serbo-Croatian 	 Serbo-Croatian
sizilianisch 	 adjective 	 Sicilian 	 Sicilian
sogdisch 	 noun 	 Sogdian 	 Sogdian
sogdisch 	 adjective 	 Sogdian 	 Sogdian
tocharisch 	 noun 	 Tocharian 	 Tocharian
tocharisch 	 noun 	 tocharisch 	 tocharische Sprache
tocharisch 	 noun 	 Sprache 	 tocharische Sprache
tocharisch 	 noun 	 tocharisch 	 tocharische Sprachen rare
tocharisch 	 noun 	 Sprache 	 tocharische Sprachen rare
tocharisch 	 adjective 	 Tocharian 	 Tocharian
turkmenisch 	 adjective 	 Turkmen 	 Turkmen
turkmene 	 noun 	 Turkmen 	 Turkmen
udmurtisch 	 noun 	 Udmurt 	 Udmurt
udmurtisch 	 adjective 	 Udmurt 	 Udmurt
udmurtin 	 noun 	 Udmurt 	 Udmurt
uigurisch 	 noun 	 Uyghur 	 Uyghur
uigurisch 	 adjective 	 Uyghur 	 Uyghur
vedisch 	 adjective 	 Vedic 	 Vedic
venetisch 	 noun 	 Venetic 	 Venetic
venetisch 	 noun 	 Venetian 	 Venetian
venetisch 	 noun 	 venetisch 	 venetische Sprache
venetisch 	 noun 	 Sprache 	 venetische Sprache
venetisch 	 adjective 	 Venetic 	 Venetic
venetisch 	 adjective 	 Venetian 	 Venetian
wepsisch 	 noun 	 Veps 	 Veps
wepsisch 	 adjective 	 Veps 	 Veps
wotisch 	 adjective 	 Votic 	 Votic
wote 	 noun 	 Vote 	 Vote
waliser 	 noun 	 Welshman 	 Welshman
jakutisch 	 noun 	 Yakut 	 Yakut
jakutisch 	 noun 	 jakutisch 	 jakutische Sprache
jakutisch 	 noun 	 Sprache 	 jakutische Sprache
jakutisch 	 adjective 	 Yakut 	 Yakut
baschkirisch 	 adjective 	 Bashkir 	 Bashkir
gehen 	 noun 	 going 	 gehen: "going&quot
murks 	 noun 	 botch 	 botch, bodge
murks 	 noun 	 bodge 	 botch, bodge
lebensmittelladen 	 noun 	 grocery 	 grocery, grocery store
lebensmittelladen 	 noun 	 grocery store 	 grocery, grocery store
einschlagen 	 verb 	 smash 	 to smash
einschlagen 	 verb 	 gouge 	 to gouge
einschlagen 	 verb 	 strike 	 to strike
einschlagen 	 verb 	 take 	 to take
hygrometer 	 noun 	 hygrometer 	 hygrometer
herrnhuter 	 noun 	 English 	 Herrnhuter
dröhnen 	 verb 	 thud 	 to boom; to thud; to roar
dröhnen 	 verb 	 roar 	 to boom; to thud; to roar
dröhnen 	 verb 	 boom 	 to boom; to thud; to roar
oxidation 	 noun 	 oxidation 	 oxidation, a reaction in which the atoms of an element lose electrons
oxid 	 noun 	 oxide 	 oxide
brennofen 	 noun 	 kiln 	 a kiln, an industrial furnace, especially used for firing pottery
hier 	 noun 	 here 	 here, this place
roller derby 	 noun 	 roller derby 	 roller derby
flammkuchen 	 noun 	 tarte flambée 	 tarte flambée
bahrainerin 	 noun 	 Bahraini 	 Bahraini
bundesliga 	 noun 	 league 	 A league in which clubs from the entire country participate
hatschek 	 noun 	 háček 	 háček
bigamist 	 noun 	 bigamist 	 bigamist
shitstorm 	 noun 	 outcry 	 shitstorm, outcry
shitstorm 	 noun 	 shitstorm 	 shitstorm, outcry
exogen 	 adjective 	 exogenous 	 exogenous
mucke 	 noun 	 music 	 music
mucke 	 noun 	 musician 	 a gig or performance of a musician to gain secondary income
mucke 	 noun 	 gig 	 a gig or performance of a musician to gain secondary income
mucke 	 noun 	 performance 	 a gig or performance of a musician to gain secondary income
grammatischer wechsel 	 noun 	 Verner alternation 	 Verner alternation
antidot 	 noun 	 antidote 	 antidote
mongo 	 noun 	 idiot 	 an idiot
blinker 	 noun 	 indicator 	 indicator, blinker, turn signal, direction indicator
blinker 	 noun 	 blinker 	 indicator, blinker, turn signal, direction indicator
blinker 	 noun 	 turn signal 	 indicator, blinker, turn signal, direction indicator
blinker 	 noun 	 direction indicator 	 indicator, blinker, turn signal, direction indicator
blinker 	 noun 	 spoon lure 	 spoon lure
hefter 	 noun 	 binder 	 binder, file, a plastic or cardboard piece with prongs for hole-punched papers
hefter 	 noun 	 file 	 binder, file, a plastic or cardboard piece with prongs for hole-punched papers
hefter 	 noun 	 stapler 	 stapler
sadistisch 	 adjective 	 sadistic 	 sadistic
pulk 	 noun 	 mob 	 an unorganized group of people, typically between ±7 and 100; a mob, but not necessarily aggressive
pulk 	 noun 	 group 	 an unorganized group of people, typically between ±7 and 100; a mob, but not necessarily aggressive
pulk 	 noun 	 cycling 	 main group of competitors in a race, e.g. of cycling or long-distance running; peloton
pulk 	 noun 	 peloton 	 main group of competitors in a race, e.g. of cycling or long-distance running; peloton
pulk 	 noun 	 competitors 	 main group of competitors in a race, e.g. of cycling or long-distance running; peloton
pulk 	 noun 	 long-distance running 	 main group of competitors in a race, e.g. of cycling or long-distance running; peloton
gerek 	 noun 	 BEREC 	 BEREC
hospitation 	 noun 	 hospitation 	 hospitation
phillumenist 	 noun 	 phillumenist 	 phillumenist
kauderwelsch 	 adjective 	 gibberish 	 gibberish
kontor 	 noun 	 branch office 	 branch office
memoisation 	 noun 	 memoization 	 memoization
ninhydrin 	 noun 	 ninhydrin 	 ninhydrin
subtraktion 	 noun 	 subtraction 	 ' subtraction
columbo 	 noun 	 Sherlock 	 Sherlock; used to refer to someone who expresses the obvious while not being aware of its obviousness
singleton 	 noun 	 singleton 	 singleton
singleton 	 noun 	 singleton pattern 	 singleton pattern
kiesen 	 verb 	 select 	 to choose; to select
kiesen 	 verb 	 choose 	 to choose; to select
in petto 	 adverb 	 reserve 	 in store; in reserve; up one's sleeve
in petto 	 adverb 	 up one's sleeve 	 in store; in reserve; up one's sleeve
in petto 	 adverb 	 in store 	 in store; in reserve; up one's sleeve
tts 	 noun 	 Stern 	 T-Tauri-Stern
oos 	 noun 	 objektorientiert 	 objektorientierte Softwareentwicklung
oos 	 noun 	 Softwareentwicklung 	 objektorientierte Softwareentwicklung
framework 	 noun 	 software framework 	 software framework
archäopteryx 	 noun 	 archeopteryx 	 archeopteryx
trinität 	 noun 	 triad 	 trinity, triad
trinität 	 noun 	 trinity 	 trinity, triad
trinität 	 noun 	 Trinity 	 Trinity no plural, singular only
bon 	 noun 	 coupon 	 voucher, coupon
bon 	 noun 	 voucher 	 voucher, coupon
bon 	 noun 	 receipt 	 receipt
knittern 	 verb 	 crease 	 to crease
knittern 	 verb 	 crumple 	 to crumple
knittern 	 verb 	 crinkle 	 to crinkle
programmieren 	 noun 	 programming 	 programming
ahnentafel 	 noun 	 ahnentafel 	 ahnentafel; genealogical chart
ahnentafel 	 noun 	 genealogical 	 ahnentafel; genealogical chart
anfallen 	 verb 	 attack 	 to attack, to fall upon haben
anfallen 	 verb 	 fall upon 	 to attack, to fall upon haben
anfallen 	 verb 	 arise 	 to occur, to arise sein
anfallen 	 verb 	 occur 	 to occur, to arise sein
anfallen 	 verb 	 grip 	 to grip  of a development or sensation
headhunter 	 noun 	 headhunter 	 headhunter
arbeitspass 	 noun 	 identification 	 work identification card
futhark 	 noun 	 futhark 	 futhark
angiografie 	 noun 	 angiography 	 angiography
idiotin 	 noun 	 idiot 	 idiot
rätseln 	 verb 	 puzzle 	 to puzzle over
wärmen 	 verb 	 warm 	 to warm
avantgardekunst 	 noun 	 avantgarde art 	 avantgarde art
avantgarde-kunst 	 noun 	 avantgarde art 	 avantgarde art
ovarium 	 noun 	 ovary 	 ovary
ovarium 	 noun 	 ovary 	 ovary
blütenboden 	 noun 	 receptaculum 	 receptacle, receptaculum
blütenboden 	 noun 	 receptacle 	 receptacle, receptaculum
kummerbund 	 noun 	 cummerbund 	 cummerbund
porphyrin 	 noun 	 porphyrin 	 porphyrin
ovarial 	 adjective 	 ovarian 	 ovarian, ovarial
grell 	 adjective 	 lurid 	 glaring, lurid
grell 	 adjective 	 glaring 	 glaring, lurid
grell 	 adjective 	 garish 	 loud, garish
grell 	 adjective 	 loud 	 loud, garish
grell 	 adjective 	 shrill 	 shrill
rabenvater 	 noun 	 father 	 uncaring father
rabenvater 	 noun 	 uncaring 	 uncaring father
zwirnen 	 verb 	 twine 	 to twine
zwirnen 	 adjective 	 thread 	 thread
vexillologie 	 noun 	 vexillology 	 vexillology
fibonaccifolge 	 noun 	 Fibonacci sequence 	 Fibonacci sequence
postillion 	 noun 	 postilion 	 postilion
postillion 	 noun 	 Dark Clouded Yellow 	 Dark Clouded Yellow
schuldiger 	 noun 	 culprit 	 culprit
schuldiger 	 noun 	 culprit 	 culprit
schmelze 	 noun 	 melt 	 melt
schmelze 	 noun 	 w:Die Welt 	 * 2012 June 12, Die Welt , page 22
schmelzen 	 noun 	 melting 	 melting
fein geschliffen 	 adjective 	 honed 	 honed
franchise 	 noun 	 franchise 	 franchise
zahlwort 	 noun 	 numeral 	 numeral
zahlwort 	 noun 	 cardinal numeral 	 strict sense: either a cardinal numeral  or a ordinal numeral
zahlwort 	 noun 	 ordinal numeral 	 strict sense: either a cardinal numeral  or a ordinal numeral
gestresst 	 adjective 	 stressed 	 stressed
genant 	 adjective 	 embarrassing 	 embarrassing
boßen 	 verb 	 thrash 	 to thrash
kichern 	 noun 	 giggle 	 kichern; giggle, snicker
kichern 	 noun 	 snicker 	 kichern; giggle, snicker
flensen 	 verb 	 flense 	 to flense
flenser 	 noun 	 flenser 	 flenser
catenaccio 	 noun 	 catenaccio 	 catenaccio
u. a. 	 adverb 	 unter anderen 	 unter anderen, unter anderem
u. a. 	 adverb 	 unter anderem 	 unter anderen, unter anderem
whirlpool 	 noun 	 hot tub 	 jacuzzi, hot tub
whirlpool 	 noun 	 jacuzzi 	 jacuzzi, hot tub
diskussionsfaden 	 noun 	 thread 	 thread
fundi 	 noun 	 fundamentalist 	 fundamentalist
realo 	 noun 	 Green Party 	 a member of a more pragmatic faction within the German Green Party
langen 	 verb 	 grab 	 to reach for something, to grab
langen 	 verb 	 reach 	 to reach for something, to grab
langen 	 verb 	 hand 	 to pass, to hand something to someone
langen 	 verb 	 pass 	 to pass, to hand something to someone
langen 	 verb 	 suffice 	 to suffice, to be enough
langen 	 verb 	 enough 	 to suffice, to be enough
wassern 	 verb 	 landEnglish 	 to land on water sein
hepatitis 	 noun 	 hepatitis 	 hepatitis
genutzt 	 adjective 	 occupied 	 occupied
genutzt 	 adjective 	 used 	 used, utilized
