dɪkʃnɛri	dictionary
hip	heap
hɜrs	hearse
hɛrs	hearse
hiv	heave
hɛktər	hector
hɛdʒ	hedge
hid	heed
haɪtən	heighten
hɛp	hep
hərɛtəti	heredity
hərmɛtɪk	hermetic
hɛroʊɪzəm	heroism
hɛzɪteɪʃn	hesitation
haɪbərneɪʃn	hibernation
haɪ	hie
hɪndər	hinder
haɪndər	hinder
hɛrsaɪn	hircine
hɛrsɪn	hircine
haɪv	hive
hut	hoot
hɒplaɪt	hoplite
hɑpskɑtʃ	hopscotch
hɔrd	horde
hɔrtətɔri	hortatory
hɔrnbim	hornbeam
hɔrsbæk	horseback
hɑstɪdʒ	hostage
hɑstəl	hostile
hɑstaɪl	hostile
haʊswaɪf	housewife
haʊl	howl
hjumɪlieɪʃn	humiliation
haɪdreɪʃn	hydration
ɪlumɪneɪʃn	illumination
ɪləstreɪʃn	illustration
ɪmɪdʒri	imagery
-ədʒri	imagery
ɪmɪdʒəri	imagery
ɪmædʒəneɪʃn	imagination
ɪmɜrs	immerse
ɪmɪgreɪʃn	immigration
ɪmɒrəl	immoral
ɪmərælɪti	immorality
ɪmɔrælɪti	immorality
ɪmjun	immune
ɪmpɑrt	impart
ɪmpləkeɪʃn	implication
ɪmpaʊnd	impound
ɪmprɪkeɪʃn	imprecation
ɪmprəkeɪʃn	imprecation
ɪmprəkeɪt	imprecate
ɪmprɛsɪv	impressive
ɪmprɑpər	improper
ɪnædəkwɪt	inadequate
ɪneɪliənəbəl	inalienable
ɪnɑrtɪkjəleɪʃn	inarticulation
ɪnbrɛd	inbred
inkænteɪʃn	incantation
ɪnkəpæsɪteɪʃn	incapacitation
ɪŋkɑrneɪʃn	incarnation
ɪnkəmplit	incomplete
ɪŋkɔrpəreɪʃn	incorporation
ɪnkrʌsteɪʃn	incrustation
ɪnkjubeɪʃn	incubation
ɪnkɛr	incur
ɪndəfætɪgəbəl	indefatigable
əndɛmnəfəkeɪʃn	indemnification
ɪndɛnt	indent
ɪndɪpɛndəns	independence
ɪndɪkeɪt	indicate
ɪndubɪtəbəl	indubitable
ɪnɪfɪʃnt	inefficient
ɪnfəlɪsɪtəs	infelicitous
ɪnfəlɪsətəs	infelicitous
ɪnfərəns	inference
ɪmfərəns	inference
ɪmfrəns	inference
ɪnfɛst	infest
ɪnfɪltreɪʃn	infiltration
ɪnfleɪm	inflame
ɪnfləmeɪʃn	inflammation
ɪnhəleɪʃn	inhalation
ɪnɪʃieɪʃn	initiation
ɪnʒʌnkʃn	injunction
ɪnʒəri	injury
ɪnʒri	injury
ɪneɪt	innate
ɪnɑkjuəs	innocuous
ɪnɑkjəleɪʃn	inoculation
ɪnkwaɪəri	inquiry
ɪnkwɪri	inquiry
ɪŋ-	inquiry
ɪnseɪn	insane
ɪnsaɪt	insight
ɪnsɪnjueɪʃn	insinuation
insusiənt	insouciant
ɪnspireɪʃn	inspiration
ɪnspaɪr	inspire
ɪnstəleɪʃn	installation
ɪnstɛd	instead
kɔrt	court
ɪnəveɪʃn	innovation
ɪnsoʊleɪʃn	insolation
ɪnsəleɪʃn	insulation
ɪntækt	intact
ɪnteɪk	intake
ɪntəgreɪʃn	integration
ɪntəlɛktʃʊəl	intellectual
ɪntrəspɛkʃn	introspection
ɪntɛnd	intend
ɪntɛns	intense
ɪntərækt	interact
ɪntərprəteɪʃn	interpretation
ɪntɪmɪdeɪt	intimidate
ɪnterəgeɪʃn	interrogation
ɪntθneɪʃn	intonation
ɪnveɪdər	invader
ɪnvɛktɪv	invective
ɪnvɛstəgeɪʃn	investigation
ɪnvɪteɪʃn	invitation
ɪræsɪbəl	irascible
ɪræsəbəl	irascible
ɪrəgeɪʃn	irrigation
ɪrɪteɪʃn	irritation
ɪtəreɪʃn	iteration
dʒeɪlər	jailer
dʒʌʊst	joust
kɪŋki	kinky
mædnəs	madness
mædnɪs	madness
ɪnsænɪti	insanity
fɑli	folly
meɪnteɪn	maintain
mənteɪn	maintain
prəzɛrv	preserve
prətɛkt	protect
prɪvɛnt	prevent
prəvɛnt	prevent
skjuz	'scuse
skjus	'scuse
meɪkləs	makeless
mælədi	malady
eɪlmənt	ailment
ɪnvɛtərɪt	inveterate
aɪsəleɪʃn	isolation
dʒæbər	jabber
dʒeɪp	jape
kɛdʒ	kedge
pleɪər	player
pleɪtaɪm	playtime
kɛtʃ	ketch
næk	knack
nækər	knacker
neɪv	knave
nid	knead
læk	lack
lædər	ladder
lætər	ladder
leɪm	lame
læŋki	lanky
læp	lap
lɑrtʃ	larch
lɑrd	lard
lætʃ	latch
lɔdəbl	laudable
lɔn	lawn
litʃ	leech
litʃ	leach
lik	leak
lis	lease
liʃ	leash
lɛdʒ	ledge
liʒərli	leisurely
lɛst	lest
liθəl	lethal
laɪəbəl	liable
laɪəbl	liable
lɪbəreɪt	liberate
lɪbɪdɪnəs	libidinous
lɪktə	lictor
lidʒ	liege
liʒ	liege
laɪkwaɪz	likewise
lɪmp	limp
lɪniɪdʒ	lineage
lɪsp	lisp
lɪθp	lisp
lɪl͡sp	lisp
laɪð	lithe
lɒŋhænd	longhand
lum	loom
lɒrnjɛt	lorgnette
lɑt	lot
lʌʊt	lout
loʊli	lowly
lʌkɪli	luckily
lʌkəli	luckily
lʌki	lucky
mɔl	mall
mɑl	mall
mænər	manner
mɑrdʒ	marge
mærtɪnɛt	martinet
mærtnɛt	martinet
mɑrtɪnɛt	martinet
mɑrvl	marvel
miændər	meander
mɛloʊ	mellow
mɛlədrɑmə	melodrama
mɛnd	mend
mɛnʃn	mention
mɛʃ	mesh
mɛs	mess
mətæbəlɪzəm	metabolism
mɪnjənɛt	mignonette
maɪgrənt	migrant
maɪm	mime
mɜrθ	mirth
mɛrθ	mirth
maɪzərli	miserly
mɪzəri	misery
mɪsmætʃ	mismatch
mɪsʃeɪpən	misshapen
mɪʃʃeɪpən	misshapen
maɪt	mite
mɑli	molly
məræs	morass
mɔroʊvər	moreover
moʊtɪv	motive
maʊnd	mound
mʌltɪfɛəriəs	multifarious
mjunɪfisnt	munificent
mʌstər	muster
mʌtər	mutter
mɪθ	myth
neɪkər	nacre
næg	nag
neɪg	nag
nɛg	nag
neɪlər	nailer
neɪmər	namer
næni	nanny
nit	neat
nɛb	neb
nɪsɛsəti	necessity
nidz	needs
naɪtfɔl	nightfall
nɔɪzi	noisy
nɒmɪni	nominee
nɑnʃəlɑns	nonchalance
noʊtbʊk	notebook
nʌrɪʃ	nourish
nɛrɪʃ	nourish
nʌlɪfɪkeɪʃn	nullification
nɜrtʃər	nurture
ɑbztənət	obstinate
ɑbztənɪt	obstinate
əbztrɛpərəs	obstreperous
ɑbztrɛpərəs	obstreperous
əfɛnd	offend
əfɪʃəl	official
ɒnslɔt	onslaught
oʊfɪdiən	ophidian
ərɪdʒɪneɪt	originate
aʊtwərdz	outwards
aʊtweɪ	outweigh
oʊvərlʊk	overlook
oʊvərritʃ	overreach
ɔɪstər	oyster
pækər	packer
pælər	pallor
pæpi	pappy
pɛrəgɔn, pɛrəgən, pærəgɔn	paragon
pɑrθɪnoʊdʒɛnɪsɪs	parthenogenesis
pɑrθənoʊdʒɛnɪsɪs	parthenogenesis
pætʃi	patchy
pətrɪʃn	patrician
peɪtʃriɑtɪk	patriotic
peɪtriətɪzəm	patriotism
pɑrtɪzən	partisan
pɑrtəzən	partisan
pæstaɪm	pastime
pæθweɪ	pathway
peɪv	pave
peɪvər	paver
peɪər	payer
pik	peak
pɛrl	pearl
pɛk	peck
pɪkjuliɛrɪti	peculiarity
pəkjuniɛri	pecuniary
pɛdəntri	pedantry
pik	peek
pil	peel
piəl	peel
pɛlt	pelt
pɛnd	pend
pərfɔrs	perforce
pɛrɪpətɛtɪk	peripatetic
pɛrəpətɛtɪk	peripatetic
fɪlændər	philander
flɛgmætɪk	phlegmatic
fɪziɑnəmi	physiognomy
paɪs	pice
paɪpɛt	pipette
pɪkɛt	piquet
pɪkeɪ	piquet
pleɪdʒərɪst	plagiarist
plænʃɛt	planchette
plænər	planner
plæk	plaque
plæʃ	plash
plaɪt	plight
plʌnʒ	plunge
pɔrtʃ	porch
pɔrtreɪ	portray
pətɛnʃəl	potential
poʊtɛnʃəl	potential
pusɛt	poussette
pɑvərti	poverty
pʌʊt	pout
preɪt	prate
pridəsis	predecease
prɛdəsɛsər	predecessor
pridəsɛsər	predecessor
prɛmɪs	premise
prɪveɪl	prevail
preɪ	prey
praɪd	pride
praɪməsi	primacy
praɪmivəl	primeval
prɪmɪtɪv	primitive
praɪɔrɪti	priority
praɪz	prise
praɪz	prize
prəsid	proceed
prɑfər	proffer
prɑflɪgət	profligate
prɑflɪgeɪt	profligate
prɑgrɛs	progress
proʊgrɛs	progress
-rəs	progress
prəgrɛs	progress
prɑpəgeɪt	propagate
prɒfəlæktɪk	prophylactic
prɑspər	prosper
proʊtɪən	protean
proʊtiən	protean
praʊd	proud
prəvɑkətɪv	provocative
prʊriənt	prurient
praɪ	pry
sɑm	psalm
sɑlm	psalm
pjudʒəlɪst	pugilist
pəŋk	punk
pɛrtʃəs	purchase
pɛrlju	purlieu
reɪsi	racy
ræg	rag
reɪd	raid
reɪdər	raider
reɪni	rainy
ræli	rally
reɪz	rase
rætʃɪt	ratchet
reɪv	rave
reɪz	raze
reɪzə	razor
ritʃ	reach
riækt	react
riænɪmət	reanimate
riænəmət	reanimate
riænɪmeɪt	reanimate
riænəmeɪt	reanimate
rip	reap
rəkænt	recant
risəntli	recently
rɪsaɪtl	recital
rɛkəmɛnd	recommend
rɪkʌvər	recover
rikʌvər	recover
rɪkrut	recruit
ridrɛs	redress
rədrɛs	redress
ri	ree
rif	reef
rik	reek
ril	reel
riv	reeve
rɛfəri	referee
rɪfaɪn	refine
rɪgɑrdlɪs	regardless
rigrɛs	regress
rɪgrɛs	regress
rɛgjulærəti	regularity
rihɛrs	rehearse
riɪtəreɪt	reiterate
rɪlis	release
rilis	release
rɪlɛnt	relent
rɪliv	relieve
rɛlɪʃ	relish
rɪlaɪ	rely
rɪmeɪn	remain
rɪmɑrk	remark
rimɑrk	remark
rəmaɪnd	remind
rɪmaɪnd	remind
ripeɪnt	repaint
rɛpərtwɑr	repertoire
rɛpətwɑr	repertoire
rɛprɪzɛnt	represent
riprɪzɛnt	represent
rəprɛs	repress
rɛprɪmænd	reprimand
rɪkwaɪr	require
rəzɛmbləns	resemblance
rizɛnt	resent
rɪzɛnt	resent
risɛnt	resent
rɪzɛrv	reserve
rɪzaɪd	reside
rɪspɛktfəl	respectful
rɪzʌlt	result
rɪtælieɪʃn	retaliation
rɛtʃ	retch
ritɛl	retell
rətaɪr	retire
ritaɪər	retire
ritraɪ	retry
rivɛrt	revert
rɪvaɪz	revise
rɪvaɪvəl	revival
rɪvaɪv	revive
rɪgərəs	rigorous
raɪɪt	riot
raɪət	riot
raɪp	ripe
raɪv	rive
roʊbʌst	robust
rɒki	rocky
roʊzɛt	rosette
raʊt	rout
rʌgɪd	rugged
rʌgd	rugged
ruθləs	ruthless
sækroʊsæŋkt	sacrosanct
sæg	sag
seɪlər	sailor
səlaɪvə	saliva
seɪn	sane
sæŋgwɪn	sanguine
sæplɪŋ	sapling
sɑrkæzəm	sarcasm
sætʃəreɪt	saturate
skæbi	scabby
skeɪli	scaly
skæn	scan
sin	scene
skɔf	scoff
skaʊt	scout
skaʊl	scowl
skrægi	scraggy
skreɪpər	scraper
skræpi	scrappy
skrætʃi	scratchy
skrɪbəl	scribble
skraɪb	scribe
skrɪmp	scrimp
sɪlə	scylla
saɪð	scythe
saɪθ	scythe
sɛkəndɛri	secondary
sɛkəndli	secondly
sɛkəntli	secondly
sɛdʒ	sedge
sɛdʒələs	sedulous
sɛgrəgət	segregate
sɛgrəgeɪt	segregate
sɛgrəgeɪʃn	segregation
sɛrv	serve
sɛrvər	server
sɛrviɛt	serviette
sɛtbæk	setback
sɛt	sett
sɛti	settee
ʃæbi	shabby
ʃæk	shack
ʃeɪkər	shaker
ʃeɪki	shaky
ʃeɪvər	shaver
ʃin	sheen
ʃɪr	sheer
ʃɛl	shell
ʃɪbəlɛθ	shibboleth
ʃɔrthænd	shorthand
ʃʌʊt	shout
ʃɔrtli	shortly
ʃrɛd	shred
ʃraɪv	shrive
ʃraʊd	shroud
ʃaɪ	shy
siɛstə	siesta
saɪ	sigh
sɪlʊwɛt	silhouette
sɪləwɛt	silhouette
sɪluwɛt	silhouette
sɪmpli	simply
sɪsəfiən	sisyphean
saɪt	site
skeɪt	skate
skɪmp	skimp
skaɪv	skive
slæk	slack
slæg	slag
slæpər	slapper
sleɪtər	slater
slɛd	sled
slik	sleek
sleɪ	sleigh
slaɪs	slice
sll͡ɐɪ	slight
slaɪm	slime
slɪvər	sliver
slaʊtʃ	slouch
slaɪ	sly
smæk	smack
snæg	snag
snæp	snap
snɑrl	snarl
snik	sneak
snaɪd	snide
snaɪp	snipe
snʌʊt	snout
soʊkɔld	so-called
sɑlɪtɛri	solitary
soʊfɪst	sophist
subrɛt	soubrette
saʊs	souse
spæn	span
spɛər	spare
spɑrkəl	sparkle
speɪt	spate
speɪʃəl	spatial
spɛktəkl	spectacle
spaɪk	spike
spaɪr	spire
spaɪər	spire
spleɪ	splay
splɛndɪd	splendid
spreɪn	sprain
spri	spree
sprɪg	sprig
spraɪt	sprite
spraɪ	spry
spɛrt	spurt
skwɔ	squaw
skwaɪər	squire
skwɛrt	squirt
stæk	stack
steɪdiəm	stadium
stæg	stag
stægər	stagger
steɪd	staid
stæŋ	stang
stɑrtʃ	starch
stɑrtəl	startle
stɑrk	stark
steɪv	stave
stɛd	stead
steɪk	steak
stid	steed
stip	steep
stɛnt	stent
stɪnt	stent
stɪnʒi	stingy
stɪŋi	stingy
stʌʊt	stout
streɪn	strain
streɪnər	strainer
streɪ	stray
strɛŋkθən	strengthen
strɛnθən	strengthen
strɪkt	strict
stroʊl	stroll
stʌfi	stuffy
staɪ	sty
səbzkraɪb	subscribe
səʊbər	sober
sʌbzaɪd	subside
səbzaɪd	subside
səbzɪstəns	subsistence
səbzum	subsume
səbvɛrt	subvert
sʌbvɛrt	subvert
səksid	succeed
səksɛsfl	successful
səfaɪs	suffice
səfɪʃnt	sufficient
swit	suite
sʌnflaʊər	sunflower
sərmaɪz	surmise
mɑdərət	moderate
mɑdəreɪt	moderate
sɛrplʌs	surplus
sɛrpləs	surplus
swægər	swagger
swæŋ	swang
swɑð	swathe
sweɪð	swathe
swɔð	swathe
sweɪ	sway
ɪksɛsɪv	excessive
swɛrv	swerve
swaɪp	swipe
ɪkstrævəgənt	extravagant
ɪgzɔbɪtənt	exorbitant
ɛgzɔbɪtənt	exorbitant
stɪmjəlaɪ	stimuli
ɪmmɑdəst	immodest
mɒdəsti	modesty
lud	lewd
vaɪl	vile
ləsɪvɪəs	lascivious
lʌstfəl	lustful
mɑrbəl	marble
mɑrdʒərəm	marjoram
mɑrl	marl
plaɪənt	pliant
rɪklus	recluse
rɛklus	recluse
rɛkəndaɪt	recondite
rəkɑndaɪt	recondite
rikɑndaɪt	recondite
ʌnbɪfəkɪŋlivəbl	unbefuckinglievable
ʃeɪdər	shader
ʃeɪdi	shady
ʃægi	shaggy
ʃeɪl	shale
ʃrik	shriek
sɪkəfæntɪk	sycophantic
saɪn	syne
səin	syne
sɪnɛkdəki	synecdoche
sɪnɛkdoʊki	synecdoche
tæbi	tabby
tæsɪt	tacit
tækt	tact
teɪnt	taint
tæli	tally
tɑli	tally
tɑlli	tally
teɪmər	tamer
tæŋ	tang
tænər	tanner
tɑrt	tart
teɪsti	tasty
tik	teak
tɛlɛpəθi	telepathy
təlɛpəθi	telepathy
tɛləpæθi	telepathy
tɛmpərəns	temperance
tənæsəti	tenacity
tɛnd	tend
tɛnt	tent
tɪnt	tent
tɛntətɪv	tentative
tərmənɑlədʒi	terminology
θeɪn	thane
θætʃ	thatch
θɛrst	thirst
θrɛʃ	thresh
θrɪfti	thrifty
θraɪv	thrive
taɪm	thyme
tɪnt	tint
taɪð	tithe
tut	toot
tʊt	toot
tupeɪ	toupee
taʊl	towel
taʊəl	towel
træk	track
træktəbəl	tractable
trədɪʃnəl	traditional
treɪtər	traitor
trænskrɪpt	transcript
træpər	trapper
trikəl	treacle
trɛdmɪl	treadmill
trit	treat
trɛnʃnt	trenchant
trɛnd	trend
trɛs	tress
traɪs	trice
traɪp	tripe
traɪəmf	triumph
troʊp	trope
troʊl	troll
trɑl	troll
trʌbəlsəm	troublesome
trʌblsəm	troublesome
traʊəl	trowel
trʌkjʊlənt	truculent
tʌmbəlwid	tumbleweed
tɜrbɪd	turbid
tjutɪlɪdʒ	tutelage
tʃutɪlɪdʒ	tutelage
tutɪlɪdʒ	tutelage
tjutələdʒ	tutelage
tʃutələdʒ	tutelage
tutələdʒ	tutelage
tjutlɪdʒ	tutelage
tʃutlɪdʒ	tutelage
tutlɪdʒ	tutelage
-ədʒ	tutelage
twik	tweak
twaɪn	twine
twɪnʒ	twinge
taɪpəʊ	typo
ʌnbɛnd	unbend
ʌnkæni	uncanny
ʌnkæp	uncap
ʌnizi	uneasy
ʌnkaɪnd	unkind
ʌnliʃ	unleash
ʌnlaɪk	unlike
ʌnlaɪkli	unlikely
ʌnsim	unseam
ʌnsit	unseat
ʌnsin	unseen
ʌnsaʊnd	unsound
ʌntaɪ	untie
ʌntoʊld	untold
ʌnwɛl	unwell
ʌnwɪlɪŋ	unwilling
ʌnræp	unwrap
ʌprut	uproot
ɛrdʒənsi	urgency
væsəl	vassal
vil	veal
vədɛt	vedette
veɪl	veil
vɛrbinə	verbena
vɛstəl	vestal
vɛstɪdʒ	vestige
vɛstɪdʒɪəl	vestigial
vɛstɪdʒəl	vestigial
vɪnjɛt	vignette
vɪnəgrɛt	vinaigrette
vɪndɪkeɪt	vindicate
vəlumənəs	voluminous
vɑləntɪr	volunteer
vaʊ	vow
weɪdʒər	wager
weɪf	waif
weɪl	wail
weɪlər	wailer
weɪn	wane
wɛəri	wary
weɪvi	wavy
weɪti	weighty
wɛldər	welder
weɪlər	whaler
wiz	wheeze
hwɜlwɪnd	whirlwind
wɛrθ	worth
ræk	wrack
ræs	wrasse
riθ	wreath
rið	wreathe
raɪð	writhe
juθ	youth
jul	yule
zæfər	zaffre
ɔrgənaɪz	organize
ɛntriti	entreaty
ɪntriti	entreaty
əntriti	entreaty
vælər	valor
æmniʒə	amnesia
daʊs	dowse
daʊz	dowse
klæm	clam
kleəm	clam
noʊp	nope
nəʊp	nope
fjutl	feudal
teɪpər	taper
trænzplænt	transplant
vaʊtʃ	vouch
wid	weed
vælər	valour
fjud	feud
hɑstɪlɪti	hostility
hɑstɪlɪtiz	hostilities
buts	boots
lɔndərɛt	launderette
jɛp	yep
pərteɪnɪŋ	pertaining
pərteɪn	pertain
mæntʃn	mansion
klɛrdʒimən	clergyman
ɔrdeɪnd	ordained
ɔrdeɪn	ordain
idɪkt	edict
prɑkləmeɪʃn	proclamation
fɔrməl	formal
kəmjut	commute
sərvaɪv	survive
dɪplɔr	deplore
bɪweɪl	bewail
ləmɛnt	lament
dɪsəpruvəl	disapproval
proʊn	prone
kəndaɪn	condign
kændi	candy
sæntəklɑz	santa claus
sæntəklɔz	santa claus
sjupərsɪliəs	supercilious
fɛr	fir
skɜrf	scurf
dʒɪmkræk	gimcrack
fleɪks	flakes
ɪngreɪt	ingrate
ʃəʊi	showy
ʌngreɪtfəl	ungrateful
wɛrθləs	worthless
trɪmɪtər	trimeter
traɪmɪtər	trimeter
dɪmɪtər	dimeter
mɛrɪt	merit
mɛrət	merit
poʊɛtɪk	poetic
poʊəm	poem
poʊm	poem
mɛrɪts	merits
ɪntɛnsɪti	intensity
poʊɪts	poets
poʊətri	poetry
dɪzɛrvɪŋ	deserving
poʊət	poet
poʊɪt	poet
mɛtrɪkl	metrical
wɛrði	worthy
lɪtərɪtʃər	literature
lɪtərətʃər	literature
lɪtʃrətʃər	literature
lɪtərtʃər	literature
bihuv	behoove
-utʃi	rhymes:english/uːtʃi
bihoʊv	behove
dɛkəreɪt	decorate
dɛkəreɪʃnz	decorations
straɪkɪŋ	striking
ɪmprɛʃn	impression
ðæts	that's
bəroʊk	baroque
ælɪgeɪʃn	allegation
æləgeɪʃn	allegation
hɔti	haughty
sɪs	cis
ǀ ǀ	tut tut
tʌt tʌt	tut tut
tʌt	tut
ǀ	tut
tjut	tut
prəlɪfəreɪt	proliferate
prɑbəbɪlɪti	probability
dɪspəzɪʃɪn	disposition
vɛnəreɪt	venerate
rɪŋər	ringer
sʌlk	sulk
ɑrtɪkjələt	articulate
ɑrtɪkjəleɪt	articulate
præktɪʃnər	practitioner
mɪlkmən	milkman
bɛtər	bettor
-tər	bettor
hʊdɪŋ	hooding
pɛrɪgrɪneɪʃn	peregrination
pɑrteɪ	partay
brɪmstoʊn	brimstone
pætl	paddle
vaɪrəl	viral
kɔstɪk	caustic
kɒstɪk	caustic
glut	glute
smuði	smoothie
bʊgər	booger
bjutɪfaɪ	beautify
ɑrdʒənt	argent
kəroʊd	corrode
kərroʊd	corrode
-ʌndər	rhymes:english/ʌndə(ɹ)
-ʌntər	rhymes:english/ʌntə(ɹ)
tʃɪlz	chills
ɔrɪkjələr	auricular
pɪŋki	pinkie
mɛsɪdʒ	message
kəmpʌŋkʃn	compunction
lɑk	lakh
məʊhər	mohur
klʌdʒ	kludge
kludʒ	kludge
kækɪneɪt	cachinnate
reɪlɪŋ	railing
riəltaɪm	realtime
riltaɪm	realtime
bʌŋhoʊl	bung-hole
kʌpə	cuppa
ə	o'
brʌv	bruv
brʌvər	bruvver
jər	yer
jɛr	yer
pəkə	pukka
pjutrəd	putrid
daɪətraɪb	diatribe
nioʊlɪθɪk	neolithic
gʌmpʃn	gumption
ɛskər	esker
ælgɑŋkwɪn	algonquin
fɔrtʃnɪt	fortunate
fortʃnət	fortunate
fɔrtʃnɪtli	fortunately
ibɑnɪks	ebonics
ɪ-	ebonics
ɛ-	ebonics
pʌbi	pubby
dʌg	doug
mʌgi	muggy
bʌdʒi	budgie
mʌki	mucky
tɑd	todd
tʃeɪnrɪŋ	chainring
kələʊkwiəm	colloquium
tɪlɪdʒ	tillage
prəpɛl	propel
rɪsɪprəkəl	reciprocal
əgrɑlədʒi	agrology
məlɪʃəs	malicious
kərfʌfəl	kerfuffle
trɪp	trip
pɔɪntləs	pointless
ɪmpəlaɪt	impolite
blʌntli	bluntly
ɪpɛnθəsɪs	epenthesis
ɔrɪdʒɪn	origin
ɔrdʒɪn	origin
jubɪkwɛriən	ubiquarian
ʌgsəm	ugsome
ʌlnə	ulna
ʌltɪmətli	ultimately
kənʒʌŋktɪvaɪtɪs	conjunctivitis
foʊni	phony
gɑrgɔɪl	gargoyle
juznɛt	usenet
əsɛmbələr	assembler
dɪsɪst	desist
dɪzɪst	desist
dɛsk	desk
dɪspɒnd	despond
dɛspɒnd	despond
dɪspɛər	despair
dɪspɛkt	despect
dɛspərətli	desperately
ækənaɪt	aconite
kul	kewl
kjul	kewl
ɑnoʊmæstɪkən	onomasticon
ɑnəmæstɪkən	onomasticon
moʊtɛl	motel
fraɪd	fried
bɔrd	bored
bɔrɪŋ	boring
bɔrdəm	boredom
sɪnʒ	singe
məkeɪkəʊ	macaco
məkɑkoʊ	macaco
dɪskoʊfɪljə	discophilia
-kə-	discophilia
-fɪliə	discophilia
dʒiəfɪliə	geophilia
glɑsəfɪliə	glossophilia
glɔsəfɪliə	glossophilia
dɔrk	dork
ɔɔtam	o'odham
kɒp	kop
kɑtnteɪl	cottontail
pɪtʃfɔrk	pitchfork
laɪtər	lighter
gæntri	gantry
ɪntrədʌkʃn	introduction
sigʌl	seagull
bʌni	bunny
sʌni	sunny
mʌri	murray
mɜri	murray
bʌti	butty
tʌks	tux
klɪp	clip
gʌlə	gullah
sɔrdfɪʃ	swordfish
stɑr wɔrz	star wars
stɑɑr wɔrz	star wars
ægnɑstɪsɪzəm	agnosticism
pʊsi	pussy
pʌsi	pussy
hʊdi	hoodie
dɪspɛrər	despairer
dɪspɛərɪŋ	despairing
bɜrgər	burger
blɪŋ	bling
əbɪdʒiət	abigeat
ɪknjumən	ichneumon
bɛrb	burb
boʊtɑks	botox
mæntijə	mantilla
-tɪlə	mantilla
nɜrdi	nerdy
midieɪʃn	mediation
fæntæstɪk	fantastic
wʌndərfl	wonderful
rɛtəsəns	reticence
-tə-	reticence
dʒæləsi	jalousie
keɪsɑn	caisson
keɪsn	caisson
bɪŋgoʊ	bingo
grænɪt	granite
jueɪfə	uefa
ɪnfrə	infra
dɪptɪk	diptych
trɪptɪk	triptych
iɒn	eon
haɪəlɪn	hyaline
haɪəlin	hyaline
mɪksɔɪd	myxoid
trænzgrɛsɪv	transgressive
mændeɪt	mandate
mɪstʃɪvəs	mischievous
mɪstʃəvəs	mischievous
ɛnvɪəs	envious
ɪgnərəns	ignorance
bʊʃ	bush
wɑndər	wander
ədʌltəri	adultery
pʌmɪs	pomace
pɒmɪs	pomace
-əs	pomace
həmɑləgeɪt	homologate
mæstədɑn	mastodon
mæstədən	mastodon
laʊərɪŋ	lowering
loʊərɪŋ	lowering
ɛrni	ernie
ɪnɛrʃə	inertia
dʒi oʊ pi	gop
ɑnər	honor
dʒaɪv	jive
rɪdɪkjʊləs	ridiculous
ridɪkjʊləs	ridiculous
əlʌmnaɪ	alumni
plædʒɪəkleɪz	plagioclase
kɑmræd	comrade
kɑmrəd	comrade
ɔrɪgən	oregon
ɔrəgɪn	oregon
ɔrɪgɑn	oregon
zaɪgəpɒfɪsɪs	zygapophysis
dʒeɪpɛg	jpeg
dʌŋk	dunk
ɛvətɪns	evidence
æliup	alley oop
æliʊp	alley oop
mædʒəskjul	majuscule
splæt	splat
tɑrpəlɪn	tarpaulin
tɑrpɔlɪn	tarpaulin
kiʃ	quiche
saɪəns fɪkʃn	science fiction
ælgərɪðəm	algorithm
ælgərɪðm	algorithm
dikju	dequeue
frɔʃ	frosh
frɛʃmən	freshman
kæltɛk	caltech
ɒnər	honour
gʊd mɔrnɪŋ	good morning
bəwɪtʃɪŋ	bewitching
əmɪgdələ	amygdala
luɪs	lewes
mɪnərəl	mineral
mɪnrəl	mineral
plutɑnɪk	plutonic
pænθiɪzəm	pantheism
mɛtəmɔrfɪk	metamorphic
pænɛnθiɪzəm	panentheism
lusaɪt	leucite
ɪntərnæʃənəl	international
ɪtərnæʃənəl	international
saɪəntɪfɪk	scientific
wɛrldwaɪd	worldwide
ɔrdʒʊr	ordure
naɪnəlɛvən	9/11
kwɔrts	quartz
kɔrts	quartz
ʃlɑk	schlock
tweɪn	twain
haɪpɑtənus	hypotenuse
haɪpɑtənjus	hypotenuse
haɪpɑənus	hypotenuse
laɪsənsi	licensee
lʌv traɪæŋgəl	love triangle
laɪmstoʊn	limestone
ɛnkloʊʒər	enclosure
ɪnkloʊʒər	enclosure
pəroʊkiəl	parochial
frugəl	frugal
mɪθɪkəl	mythical
ɛvənɛsənt	evanescent
pærəsaɪt	parasite
pɛrəsaɪt	parasite
ɔgjʊri	augury
ɑnərəs	onerous
oʊnərəs	onerous
kwɑntəm	quantum
krʌnʃi	crunchy
krʌnʃ	crunch
əkeɪʒənəl	occasional
lɪmɪtɪd	limited
slækər	slacker
ɪksploʊd	explode
praɪeɪpəs	priapus
hɑləkɔst	holocaust
hoʊləkɔst	holocaust
hɑləkɑst	holocaust
hoʊləkɑst	holocaust
sɪlɪkeɪt	silicate
sɪlɪkət	silicate
sɪlɪkɪt	silicate
kɛrt	kurt
nudʒɛrzi	new jersey
hɪtʃhaɪk	hitchhike
dɛrəlɪkt	derelict
ɪgwɑnə	iguana
əgwɑnə	iguana
zibu	zebu
zibju	zebu
zɛbu	zebu
zɛbju	zebu
zeɪbu	zebu
zeɪbju	zebu
